,reads,umis
PZ-TChIC-K562-SC-H3K27me3-CT_282,27246,27246
PZ-TChIC-K562-SC-H3K27me3-C_196,17760,17760
PZ-TChIC-K562-SC-H3K27me3-C_64,23682,23682
PZ-MB-TChIC-K562-H3K4me3-T_370,6350,6350
PZ-TChIC-K562-SC-H3K27me3-C_315,23443,23443
PZ-MB-TChIC-K562-H3K4me3-C_373,43394,43394
PZ-TChIC-K562-SC-H3K27me3-C_225,32578,32578
PZ-MB-TChIC-K562-H3K4me3-CT_133,3475,3475
PZ-TChIC-K562-SC-H3K27me3-C_158,20385,20385
PZ-TChIC-K562-SC-H3K27me3-C_318,13504,13504
PZ-TChIC-K562-SC-H3K27me3-C_243,22674,22674
PZ-TChIC-K562-SC-H3K27me3-CT_324,21684,21684
PZ-TChIC-K562-SC-H3K27me3-CT_345,22479,22479
PZ-TChIC-K562-SC-H3K27me3-CT_284,13457,13457
PZ-MB-TChIC-K562-H3K4me3-C_298,27288,27288
PZ-MB-TChIC-K562-H3K4me3-CT_157,10789,10789
PZ-MB-TChIC-K562-H3K4me3-C_21,29518,29518
PZ-TChIC-K562-SC-H3K27me3-C_228,32385,32385
PZ-TChIC-K562-SC-H3K27me3-CT_283,27224,27224
PZ-MB-TChIC-K562-H3K4me3-C_304,44157,44157
PZ-MB-TChIC-K562-H3K4me3-C_300,34298,34298
PZ-MB-TChIC-K562-H3K4me3-CT_297,13001,13001
PZ-MB-TChIC-K562-H3K4me3-T_295,1578,1578
PZ-MB-TChIC-K562-H3K4me3-T_36,3033,3033
PZ-MB-TChIC-K562-H3K4me3-C_278,62906,62906
PZ-MB-TChIC-K562-H3K4me3-C_380,17624,17624
PZ-TChIC-K562-SC-H3K27me3-C_288,41305,41305
PZ-MB-TChIC-K562-H3K4me3-C_156,30526,30526
PZ-MB-TChIC-K562-H3K4me3-C_194,26961,26961
PZ-MB-TChIC-K562-H3K4me3-CT_125,4445,4445
PZ-MB-TChIC-K562-H3K4me3-C_44,15669,15669
PZ-MB-TChIC-K562-H3K4me3-C_254,41205,41205
PZ-MB-TChIC-K562-H3K4me3-T_236,7159,7159
PZ-TChIC-K562-SC-H3K27me3-C_307,24812,24812
PZ-TChIC-K562-SC-H3K27me3-C_215,10510,10510
PZ-TChIC-K562-SC-H3K27me3-C_353,17057,17057
PZ-MB-TChIC-K562-H3K4me3-C_219,57971,57971
PZ-MB-TChIC-K562-H3K4me3-C_275,106886,106886
PZ-MB-TChIC-K562-H3K4me3-T_300,2588,2588
PZ-MB-TChIC-K562-H3K4me3-CT_258,1728,1728
PZ-MB-TChIC-K562-H3K4me3-T_242,3476,3476
PZ-TChIC-K562-SC-H3K27me3-C_169,24326,24326
PZ-MB-TChIC-K562-H3K4me3-C_257,72468,72468
PZ-TChIC-K562-SC-H3K27me3-C_324,22768,22768
PZ-MB-TChIC-K562-H3K4me3-C_352,3594,3594
PZ-TChIC-K562-SC-H3K27me3-C_51,41975,41975
PZ-TChIC-K562-SC-H3K27me3-C_117,38265,38265
PZ-TChIC-K562-SC-H3K27me3-CT_235,20850,20850
PZ-MB-TChIC-K562-H3K4me3-T_320,7395,7395
PZ-MB-TChIC-K562-H3K4me3-C_87,80746,80746
PZ-TChIC-K562-SC-H3K27me3-CT_87,16465,16465
PZ-MB-TChIC-K562-H3K4me3-T_328,8293,8293
PZ-MB-TChIC-K562-H3K4me3-CT_176,9966,9966
PZ-MB-TChIC-K562-H3K4me3-C_367,34665,34665
PZ-MB-TChIC-K562-H3K4me3-CT_140,4161,4161
PZ-TChIC-K562-SC-H3K27me3-CT_176,25937,25937
PZ-TChIC-K562-SC-H3K27me3-CT_160,17773,17773
PZ-MB-TChIC-K562-H3K4me3-CT_150,4817,4817
PZ-MB-TChIC-K562-H3K4me3-CT_87,6996,6996
PZ-TChIC-K562-SC-H3K27me3-C_295,24245,24245
PZ-MB-TChIC-K562-H3K4me3-CT_303,8532,8532
PZ-MB-TChIC-K562-H3K4me3-CT_353,1505,1505
PZ-TChIC-K562-SC-H3K27me3-C_219,13589,13589
PZ-TChIC-K562-SC-H3K27me3-C_146,16971,16971
PZ-TChIC-K562-SC-H3K27me3-CT_150,15946,15946
PZ-TChIC-K562-SC-H3K27me3-C_186,45333,45333
PZ-MB-TChIC-K562-H3K4me3-CT_51,6250,6250
PZ-MB-TChIC-K562-H3K4me3-C_359,36168,36168
PZ-TChIC-K562-SC-H3K27me3-CT_86,17774,17774
PZ-TChIC-K562-SC-H3K27me3-C_93,33927,33927
PZ-TChIC-K562-SC-H3K27me3-C_105,20370,20370
PZ-TChIC-K562-SC-H3K27me3-C_181,32874,32874
PZ-TChIC-K562-SC-H3K27me3-CT_129,21537,21537
PZ-TChIC-K562-SC-H3K27me3-CT_365,48225,48225
PZ-TChIC-K562-SC-H3K27me3-CT_234,38054,38054
PZ-TChIC-K562-SC-H3K27me3-CT_195,23397,23397
PZ-TChIC-K562-SC-H3K27me3-C_278,27031,27031
PZ-TChIC-K562-SC-H3K27me3-CT_262,10107,10107
PZ-TChIC-K562-SC-H3K27me3-C_244,22927,22927
PZ-TChIC-K562-SC-H3K27me3-C_92,32116,32116
PZ-TChIC-K562-SC-H3K27me3-C_31,24416,24416
PZ-TChIC-K562-SC-H3K27me3-CT_306,35774,35774
PZ-MB-TChIC-K562-H3K4me3-CT_24,7127,7127
PZ-TChIC-K562-SC-H3K27me3-C_261,15732,15732
PZ-MB-TChIC-K562-H3K4me3-C_246,7439,7439
PZ-TChIC-K562-SC-H3K27me3-CT_142,14716,14716
PZ-MB-TChIC-K562-H3K4me3-T_233,4808,4808
PZ-MB-TChIC-K562-H3K4me3-CT_117,5432,5432
PZ-TChIC-K562-SC-H3K27me3-C_296,21886,21886
PZ-TChIC-K562-SC-H3K27me3-CT_239,29625,29625
PZ-TChIC-K562-SC-H3K27me3-C_195,25916,25916
PZ-MB-TChIC-K562-H3K4me3-T_90,4071,4071
PZ-MB-TChIC-K562-H3K4me3-CT_181,3363,3363
PZ-MB-TChIC-K562-H3K4me3-CT_179,10710,10710
PZ-MB-TChIC-K562-H3K4me3-C_48,38150,38150
PZ-MB-TChIC-K562-H3K4me3-CT_173,11281,11281
PZ-TChIC-K562-SC-H3K27me3-CT_356,12924,12924
PZ-TChIC-K562-SC-H3K27me3-C_70,27136,27136
PZ-TChIC-K562-SC-H3K27me3-C_336,7178,7178
PZ-TChIC-K562-SC-H3K27me3-C_163,17375,17375
PZ-TChIC-K562-SC-H3K27me3-C_250,30893,30893
PZ-TChIC-K562-SC-H3K27me3-CT_348,15685,15685
PZ-TChIC-K562-SC-H3K27me3-C_150,16136,16136
PZ-TChIC-K562-SC-H3K27me3-CT_36,35049,35049
PZ-TChIC-K562-SC-H3K27me3-C_104,23328,23328
PZ-TChIC-K562-SC-H3K27me3-C_132,14444,14444
PZ-TChIC-K562-SC-H3K27me3-CT_133,13999,13999
PZ-MB-TChIC-K562-H3K4me3-C_370,41244,41244
PZ-TChIC-K562-SC-H3K27me3-CT_248,36560,36560
PZ-TChIC-K562-SC-H3K27me3-C_42,22759,22759
PZ-TChIC-K562-SC-H3K27me3-C_252,20070,20070
PZ-TChIC-K562-SC-H3K27me3-C_231,18417,18417
PZ-TChIC-K562-SC-H3K27me3-CT_368,18248,18248
PZ-TChIC-K562-SC-H3K27me3-CT_146,31162,31162
PZ-TChIC-K562-SC-H3K27me3-C_33,19888,19888
PZ-TChIC-K562-SC-H3K27me3-C_246,7877,7877
PZ-TChIC-K562-SC-H3K27me3-C_153,17491,17491
PZ-TChIC-K562-SC-H3K27me3-C_207,38829,38829
PZ-TChIC-K562-SC-H3K27me3-C_100,27573,27573
PZ-MB-TChIC-K562-H3K4me3-T_217,6458,6458
PZ-MB-TChIC-K562-H3K4me3-T_322,19206,19206
PZ-TChIC-K562-SC-H3K27me3-CT_12,12645,12645
PZ-MB-TChIC-K562-H3K4me3-CT_262,3716,3716
PZ-TChIC-K562-SC-H3K27me3-C_249,31126,31126
PZ-TChIC-K562-SC-H3K27me3-C_301,21044,21044
PZ-MB-TChIC-K562-H3K4me3-C_227,48161,48161
PZ-MB-TChIC-K562-H3K4me3-C_211,60424,60424
PZ-TChIC-K562-SC-H3K27me3-C_362,33520,33520
PZ-MB-TChIC-K562-H3K4me3-T_303,9053,9053
PZ-TChIC-K562-SC-H3K27me3-C_152,32911,32911
PZ-TChIC-K562-SC-H3K27me3-C_338,6876,6876
PZ-TChIC-K562-SC-H3K27me3-CT_230,42016,42016
PZ-MB-TChIC-K562-H3K4me3-C_362,43801,43801
PZ-TChIC-K562-SC-H3K27me3-C_313,18903,18903
PZ-TChIC-K562-SC-H3K27me3-C_370,23879,23879
PZ-TChIC-K562-SC-H3K27me3-CT_339,45730,45730
PZ-TChIC-K562-SC-H3K27me3-CT_221,19429,19429
PZ-MB-TChIC-K562-H3K4me3-C_332,18129,18129
PZ-TChIC-K562-SC-H3K27me3-C_326,27102,27102
PZ-MB-TChIC-K562-H3K4me3-C_263,84255,84255
PZ-MB-TChIC-K562-H3K4me3-CT_319,10607,10607
PZ-MB-TChIC-K562-H3K4me3-T_183,16568,16568
PZ-TChIC-K562-SC-H3K27me3-CT_153,25751,25751
PZ-MB-TChIC-K562-H3K4me3-T_165,2960,2960
PZ-MB-TChIC-K562-H3K4me3-CT_254,3325,3325
PZ-MB-TChIC-K562-H3K4me3-C_267,91510,91510
PZ-MB-TChIC-K562-H3K4me3-C_118,71518,71518
PZ-MB-TChIC-K562-H3K4me3-CT_183,11957,11957
PZ-MB-TChIC-K562-H3K4me3-T_318,9323,9323
PZ-TChIC-K562-SC-H3K27me3-C_292,19623,19623
PZ-MB-TChIC-K562-H3K4me3-T_316,7456,7456
PZ-MB-TChIC-K562-H3K4me3-C_270,102530,102530
PZ-TChIC-K562-SC-H3K27me3-C_35,13803,13803
PZ-TChIC-K562-SC-H3K27me3-CT_291,43433,43433
PZ-TChIC-K562-SC-H3K27me3-CT_79,18991,18991
PZ-TChIC-K562-SC-H3K27me3-C_349,10312,10312
PZ-TChIC-K562-SC-H3K27me3-CT_350,16077,16077
PZ-TChIC-K562-SC-H3K27me3-C_21,16512,16512
PZ-MB-TChIC-K562-H3K4me3-C_74,26550,26550
PZ-TChIC-K562-SC-H3K27me3-C_308,19957,19957
PZ-TChIC-K562-SC-H3K27me3-CT_338,5791,5791
PZ-TChIC-K562-SC-H3K27me3-C_106,18930,18930
PZ-TChIC-K562-SC-H3K27me3-C_159,32142,32142
PZ-TChIC-K562-SC-H3K27me3-C_321,11471,11471
PZ-TChIC-K562-SC-H3K27me3-C_265,20726,20726
PZ-TChIC-K562-SC-H3K27me3-CT_315,26288,26288
PZ-TChIC-K562-SC-H3K27me3-C_236,29668,29668
PZ-TChIC-K562-SC-H3K27me3-C_310,19147,19147
PZ-TChIC-K562-SC-H3K27me3-C_290,22473,22473
PZ-TChIC-K562-SC-H3K27me3-CT_92,36083,36083
PZ-TChIC-K562-SC-H3K27me3-C_149,39571,39571
PZ-TChIC-K562-SC-H3K27me3-C_286,19734,19734
PZ-TChIC-K562-SC-H3K27me3-CT_300,23955,23955
PZ-TChIC-K562-SC-H3K27me3-C_204,33103,33103
PZ-TChIC-K562-SC-H3K27me3-C_13,37373,37373
PZ-TChIC-K562-SC-H3K27me3-CT_323,12826,12826
PZ-TChIC-K562-SC-H3K27me3-CT_263,19866,19866
PZ-TChIC-K562-SC-H3K27me3-CT_270,20629,20629
PZ-TChIC-K562-SC-H3K27me3-C_23,39685,39685
PZ-TChIC-K562-SC-H3K27me3-C_199,30705,30705
PZ-TChIC-K562-SC-H3K27me3-C_176,20962,20962
PZ-TChIC-K562-SC-H3K27me3-C_300,20958,20958
PZ-TChIC-K562-SC-H3K27me3-C_379,24315,24315
PZ-TChIC-K562-SC-H3K27me3-CT_369,32403,32403
PZ-TChIC-K562-SC-H3K27me3-CT_343,16069,16069
PZ-TChIC-K562-SC-H3K27me3-CT_57,9435,9435
PZ-TChIC-K562-SC-H3K27me3-C_368,10504,10504
PZ-TChIC-K562-SC-H3K27me3-C_68,19923,19923
PZ-TChIC-K562-SC-H3K27me3-CT_299,41415,41415
PZ-TChIC-K562-SC-H3K27me3-C_220,11554,11554
PZ-TChIC-K562-SC-H3K27me3-CT_219,12919,12919
PZ-TChIC-K562-SC-H3K27me3-CT_16,36097,36097
PZ-TChIC-K562-SC-H3K27me3-C_120,18855,18855
PZ-TChIC-K562-SC-H3K27me3-CT_69,15002,15002
PZ-TChIC-K562-SC-H3K27me3-C_75,13433,13433
PZ-MB-TChIC-K562-H3K4me3-C_53,38995,38995
PZ-MB-TChIC-K562-H3K4me3-C_312,30240,30240
PZ-MB-TChIC-K562-H3K4me3-CT_288,6780,6780
PZ-TChIC-K562-SC-H3K27me3-C_19,15266,15266
PZ-TChIC-K562-SC-H3K27me3-CT_298,28096,28096
PZ-TChIC-K562-SC-H3K27me3-CT_184,17049,17049
PZ-TChIC-K562-SC-H3K27me3-C_50,26583,26583
PZ-TChIC-K562-SC-H3K27me3-CT_167,25933,25933
PZ-TChIC-K562-SC-H3K27me3-CT_38,32204,32204
PZ-MB-TChIC-K562-H3K4me3-C_349,14838,14838
PZ-TChIC-K562-SC-H3K27me3-C_40,25117,25117
PZ-TChIC-K562-SC-H3K27me3-C_208,17456,17456
PZ-TChIC-K562-SC-H3K27me3-CT_61,11414,11414
PZ-MB-TChIC-K562-H3K4me3-T_235,3407,3407
PZ-MB-TChIC-K562-H3K4me3-CT_208,4931,4931
PZ-MB-TChIC-K562-H3K4me3-CT_364,5457,5457
PZ-MB-TChIC-K562-H3K4me3-C_180,74418,74418
PZ-MB-TChIC-K562-H3K4me3-C_285,69029,69029
PZ-TChIC-K562-SC-H3K27me3-T_15,299,299
PZ-MB-TChIC-K562-H3K4me3-T_326,8860,8860
PZ-MB-TChIC-K562-H3K4me3-C_116,12623,12623
PZ-MB-TChIC-K562-H3K4me3-CT_162,8046,8046
PZ-MB-TChIC-K562-H3K4me3-C_354,30287,30287
PZ-MB-TChIC-K562-H3K4me3-CT_239,5878,5878
PZ-MB-TChIC-K562-H3K4me3-T_170,7150,7150
PZ-MB-TChIC-K562-H3K4me3-C_101,40367,40367
PZ-MB-TChIC-K562-H3K4me3-C_157,59166,59166
PZ-MB-TChIC-K562-H3K4me3-C_24,34788,34788
PZ-MB-TChIC-K562-H3K4me3-T_9,3114,3114
PZ-MB-TChIC-K562-H3K4me3-C_71,73460,73460
PZ-MB-TChIC-K562-H3K4me3-C_340,11179,11179
PZ-MB-TChIC-K562-H3K4me3-T_67,1442,1442
PZ-MB-TChIC-K562-H3K4me3-T_150,3443,3443
PZ-MB-TChIC-K562-H3K4me3-T_252,3442,3442
PZ-MB-TChIC-K562-H3K4me3-T_329,6534,6534
PZ-MB-TChIC-K562-H3K4me3-T_202,864,864
PZ-MB-TChIC-K562-H3K4me3-CT_370,4314,4314
PZ-MB-TChIC-K562-H3K4me3-C_336,9694,9694
PZ-TChIC-K562-SC-H3K27me3-T_358,216,216
PZ-MB-TChIC-K562-H3K4me3-T_87,3556,3556
PZ-MB-TChIC-K562-H3K4me3-CT_127,14118,14118
PZ-MB-TChIC-K562-H3K4me3-CT_82,3629,3629
PZ-MB-TChIC-K562-H3K4me3-CT_52,1858,1858
PZ-MB-TChIC-K562-H3K4me3-C_84,48706,48706
PZ-MB-TChIC-K562-H3K4me3-CT_377,3825,3825
PZ-MB-TChIC-K562-H3K4me3-CT_335,6293,6293
PZ-MB-TChIC-K562-H3K4me3-CT_252,4887,4887
PZ-MB-TChIC-K562-H3K4me3-CT_376,2286,2286
PZ-MB-TChIC-K562-H3K4me3-C_69,10279,10279
PZ-MB-TChIC-K562-H3K4me3-CT_104,4475,4475
PZ-MB-TChIC-K562-H3K4me3-CT_129,11110,11110
PZ-MB-TChIC-K562-H3K4me3-C_55,20004,20004
PZ-MB-TChIC-K562-H3K4me3-CT_78,3483,3483
PZ-MB-TChIC-K562-H3K4me3-C_203,34119,34119
PZ-MB-TChIC-K562-H3K4me3-CT_128,12575,12575
PZ-MB-TChIC-K562-H3K4me3-C_353,16190,16190
PZ-MB-TChIC-K562-H3K4me3-CT_382,3503,3503
PZ-MB-TChIC-K562-H3K4me3-CT_180,6244,6244
PZ-MB-TChIC-K562-H3K4me3-CT_268,3190,3190
PZ-MB-TChIC-K562-H3K4me3-CT_191,10012,10012
PZ-MB-TChIC-K562-H3K4me3-C_8,34335,34335
PZ-MB-TChIC-K562-H3K4me3-CT_44,828,828
PZ-MB-TChIC-K562-H3K4me3-CT_366,3610,3610
PZ-MB-TChIC-K562-H3K4me3-CT_240,6031,6031
PZ-TChIC-K562-SC-H3K27me3-C_95,29768,29768
PZ-MB-TChIC-K562-H3K4me3-T_365,10805,10805
PZ-MB-TChIC-K562-H3K4me3-CT_14,3708,3708
PZ-MB-TChIC-K562-H3K4me3-C_366,41968,41968
PZ-MB-TChIC-K562-H3K4me3-CT_167,3736,3736
PZ-MB-TChIC-K562-H3K4me3-CT_225,12077,12077
PZ-MB-TChIC-K562-H3K4me3-C_133,42076,42076
PZ-MB-TChIC-K562-H3K4me3-T_173,15962,15962
PZ-TChIC-K562-SC-H3K27me3-C_330,35248,35248
PZ-TChIC-K562-SC-H3K27me3-CT_28,20655,20655
PZ-MB-TChIC-K562-H3K4me3-C_108,10846,10846
PZ-MB-TChIC-K562-H3K4me3-CT_256,10057,10057
PZ-MB-TChIC-K562-H3K4me3-T_176,9452,9452
PZ-MB-TChIC-K562-H3K4me3-C_138,59903,59903
PZ-MB-TChIC-K562-H3K4me3-T_271,7624,7624
PZ-TChIC-K562-SC-H3K27me3-C_45,16527,16527
PZ-MB-TChIC-K562-H3K4me3-C_251,36786,36786
PZ-TChIC-K562-SC-H3K27me3-CT_132,12829,12829
PZ-MB-TChIC-K562-H3K4me3-CT_139,7334,7334
PZ-TChIC-K562-SC-H3K27me3-CT_344,15330,15330
PZ-TChIC-K562-SC-H3K27me3-CT_287,4608,4608
PZ-TChIC-K562-SC-H3K27me3-C_137,22675,22675
PZ-TChIC-K562-SC-H3K27me3-CT_225,37245,37245
PZ-TChIC-K562-SC-H3K27me3-CT_168,36042,36042
PZ-TChIC-K562-SC-H3K27me3-CT_274,13000,13000
PZ-TChIC-K562-SC-H3K27me3-C_113,20646,20646
PZ-MB-TChIC-K562-H3K4me3-T_137,4345,4345
PZ-MB-TChIC-K562-H3K4me3-T_151,1801,1801
PZ-MB-TChIC-K562-H3K4me3-CT_193,3680,3680
PZ-TChIC-K562-SC-H3K27me3-C_339,37164,37164
PZ-TChIC-K562-SC-H3K27me3-C_32,44606,44606
PZ-MB-TChIC-K562-H3K4me3-C_297,49625,49625
PZ-TChIC-K562-SC-H3K27me3-C_74,13581,13581
PZ-TChIC-K562-SC-H3K27me3-CT_104,17797,17797
PZ-TChIC-K562-SC-H3K27me3-CT_7,18635,18635
PZ-MB-TChIC-K562-H3K4me3-C_146,22233,22233
PZ-TChIC-K562-SC-H3K27me3-CT_272,36017,36017
PZ-MB-TChIC-K562-H3K4me3-CT_246,1002,1002
PZ-MB-TChIC-K562-H3K4me3-CT_204,2247,2247
PZ-MB-TChIC-K562-H3K4me3-T_239,6225,6225
PZ-MB-TChIC-K562-H3K4me3-CT_96,2592,2592
PZ-TChIC-K562-SC-H3K27me3-CT_75,15253,15253
PZ-TChIC-K562-SC-H3K27me3-CT_336,13279,13279
PZ-TChIC-K562-SC-H3K27me3-C_258,6819,6819
PZ-TChIC-K562-SC-H3K27me3-CT_245,13957,13957
PZ-TChIC-K562-SC-H3K27me3-CT_288,32423,32423
PZ-TChIC-K562-SC-H3K27me3-CT_210,8362,8362
PZ-TChIC-K562-SC-H3K27me3-CT_193,3713,3713
PZ-TChIC-K562-SC-H3K27me3-C_352,2370,2370
PZ-MB-TChIC-K562-H3K4me3-T_371,5519,5519
PZ-MB-TChIC-K562-H3K4me3-T_86,1325,1325
PZ-MB-TChIC-K562-H3K4me3-CT_307,3066,3066
PZ-MB-TChIC-K562-H3K4me3-T_368,3974,3974
PZ-MB-TChIC-K562-H3K4me3-CT_374,2353,2353
PZ-MB-TChIC-K562-H3K4me3-CT_178,4366,4366
PZ-MB-TChIC-K562-H3K4me3-C_287,9984,9984
PZ-MB-TChIC-K562-H3K4me3-CT_33,6004,6004
PZ-MB-TChIC-K562-H3K4me3-CT_359,2487,2487
PZ-MB-TChIC-K562-H3K4me3-CT_267,3194,3194
PZ-TChIC-K562-SC-H3K27me3-C_136,12687,12687
PZ-MB-TChIC-K562-H3K4me3-T_181,4585,4585
PZ-MB-TChIC-K562-H3K4me3-C_272,79029,79029
PZ-MB-TChIC-K562-H3K4me3-CT_218,4700,4700
PZ-MB-TChIC-K562-H3K4me3-CT_321,3850,3850
PZ-MB-TChIC-K562-H3K4me3-CT_163,2724,2724
PZ-MB-TChIC-K562-H3K4me3-CT_135,5531,5531
PZ-MB-TChIC-K562-H3K4me3-C_98,36438,36438
PZ-MB-TChIC-K562-H3K4me3-CT_277,3916,3916
PZ-MB-TChIC-K562-H3K4me3-CT_177,10106,10106
PZ-MB-TChIC-K562-H3K4me3-T_330,9982,9982
PZ-MB-TChIC-K562-H3K4me3-T_279,10963,10963
PZ-MB-TChIC-K562-H3K4me3-C_9,38597,38597
PZ-MB-TChIC-K562-H3K4me3-CT_151,3647,3647
PZ-MB-TChIC-K562-H3K4me3-T_246,434,434
PZ-MB-TChIC-K562-H3K4me3-C_105,61692,61692
PZ-MB-TChIC-K562-H3K4me3-CT_59,7532,7532
PZ-MB-TChIC-K562-H3K4me3-CT_220,2358,2358
PZ-MB-TChIC-K562-H3K4me3-CT_71,6119,6119
PZ-MB-TChIC-K562-H3K4me3-T_315,5061,5061
PZ-MB-TChIC-K562-H3K4me3-CT_111,11607,11607
PZ-MB-TChIC-K562-H3K4me3-T_284,2377,2377
PZ-MB-TChIC-K562-H3K4me3-T_367,7578,7578
PZ-MB-TChIC-K562-H3K4me3-CT_34,3213,3213
PZ-MB-TChIC-K562-H3K4me3-CT_21,3025,3025
PZ-MB-TChIC-K562-H3K4me3-CT_15,6781,6781
PZ-MB-TChIC-K562-H3K4me3-CT_155,7337,7337
PZ-MB-TChIC-K562-H3K4me3-CT_123,10261,10261
PZ-MB-TChIC-K562-H3K4me3-CT_57,2081,2081
PZ-MB-TChIC-K562-H3K4me3-C_60,10692,10692
PZ-MB-TChIC-K562-H3K4me3-CT_23,7836,7836
PZ-MB-TChIC-K562-H3K4me3-C_7,8116,8116
PZ-MB-TChIC-K562-H3K4me3-C_294,43404,43404
PZ-MB-TChIC-K562-H3K4me3-CT_88,2653,2653
PZ-MB-TChIC-K562-H3K4me3-C_152,34449,34449
PZ-MB-TChIC-K562-H3K4me3-C_325,31420,31420
PZ-MB-TChIC-K562-H3K4me3-CT_100,2419,2419
PZ-MB-TChIC-K562-H3K4me3-CT_273,4339,4339
PZ-MB-TChIC-K562-H3K4me3-CT_275,3483,3483
PZ-MB-TChIC-K562-H3K4me3-CT_196,1730,1730
PZ-MB-TChIC-K562-H3K4me3-CT_313,5890,5890
PZ-MB-TChIC-K562-H3K4me3-CT_99,3394,3394
PZ-MB-TChIC-K562-H3K4me3-C_19,14859,14859
PZ-MB-TChIC-K562-H3K4me3-CT_356,3263,3263
PZ-MB-TChIC-K562-H3K4me3-CT_358,4051,4051
PZ-MB-TChIC-K562-H3K4me3-C_6,27943,27943
PZ-MB-TChIC-K562-H3K4me3-CT_326,3720,3720
PZ-MB-TChIC-K562-H3K4me3-CT_106,3282,3282
PZ-MB-TChIC-K562-H3K4me3-C_12,4306,4306
PZ-MB-TChIC-K562-H3K4me3-CT_341,4008,4008
PZ-MB-TChIC-K562-H3K4me3-CT_221,2066,2066
PZ-MB-TChIC-K562-H3K4me3-CT_284,2030,2030
PZ-MB-TChIC-K562-H3K4me3-CT_299,4820,4820
PZ-MB-TChIC-K562-H3K4me3-C_293,21407,21407
PZ-MB-TChIC-K562-H3K4me3-CT_112,3966,3966
PZ-MB-TChIC-K562-H3K4me3-T_225,11438,11438
PZ-MB-TChIC-K562-H3K4me3-T_319,19298,19298
PZ-MB-TChIC-K562-H3K4me3-CT_309,3348,3348
PZ-MB-TChIC-K562-H3K4me3-T_168,5873,5873
PZ-MB-TChIC-K562-H3K4me3-T_342,1052,1052
PZ-MB-TChIC-K562-H3K4me3-T_369,4149,4149
PZ-MB-TChIC-K562-H3K4me3-T_196,713,713
PZ-MB-TChIC-K562-H3K4me3-CT_316,1366,1366
PZ-MB-TChIC-K562-H3K4me3-CT_205,1838,1838
PZ-MB-TChIC-K562-H3K4me3-C_363,37545,37545
PZ-MB-TChIC-K562-H3K4me3-CT_325,3246,3246
PZ-MB-TChIC-K562-H3K4me3-T_325,4411,4411
PZ-MB-TChIC-K562-H3K4me3-CT_230,7235,7235
PZ-MB-TChIC-K562-H3K4me3-T_384,6517,6517
PZ-MB-TChIC-K562-H3K4me3-T_111,2275,2275
PZ-MB-TChIC-K562-H3K4me3-T_157,4389,4389
PZ-TChIC-K562-SC-H3K27me3-C_62,11192,11192
PZ-MB-TChIC-K562-H3K4me3-T_188,10297,10297
PZ-MB-TChIC-K562-H3K4me3-T_373,4810,4810
PZ-MB-TChIC-K562-H3K4me3-T_179,11927,11927
PZ-MB-TChIC-K562-H3K4me3-T_109,2793,2793
PZ-MB-TChIC-K562-H3K4me3-CT_5,8607,8607
PZ-TChIC-K562-SC-H3K27me3-T_209,210,210
PZ-TChIC-K562-SC-H3K27me3-T_384,335,335
PZ-MB-TChIC-K562-H3K4me3-C_103,14128,14128
PZ-MB-TChIC-K562-H3K4me3-T_175,7779,7779
PZ-MB-TChIC-K562-H3K4me3-CT_362,5893,5893
PZ-MB-TChIC-K562-H3K4me3-T_310,4304,4304
PZ-MB-TChIC-K562-H3K4me3-C_302,6899,6899
PZ-MB-TChIC-K562-H3K4me3-CT_229,5372,5372
PZ-MB-TChIC-K562-H3K4me3-T_163,2121,2121
PZ-MB-TChIC-K562-H3K4me3-T_355,780,780
PZ-MB-TChIC-K562-H3K4me3-T_291,3885,3885
PZ-MB-TChIC-K562-H3K4me3-T_131,11384,11384
PZ-MB-TChIC-K562-H3K4me3-T_182,7767,7767
PZ-MB-TChIC-K562-H3K4me3-CT_32,4663,4663
PZ-MB-TChIC-K562-H3K4me3-CT_369,7281,7281
PZ-MB-TChIC-K562-H3K4me3-CT_233,7530,7530
PZ-MB-TChIC-K562-H3K4me3-T_207,3675,3675
PZ-MB-TChIC-K562-H3K4me3-CT_232,11004,11004
PZ-TChIC-K562-SC-H3K27me3-C_77,12588,12588
PZ-MB-TChIC-K562-H3K4me3-CT_300,4781,4781
PZ-TChIC-K562-SC-H3K27me3-CT_191,7267,7267
PZ-MB-TChIC-K562-H3K4me3-CT_37,4216,4216
PZ-MB-TChIC-K562-H3K4me3-T_16,1378,1378
PZ-MB-TChIC-K562-H3K4me3-CT_318,4723,4723
PZ-MB-TChIC-K562-H3K4me3-CT_184,13762,13762
PZ-MB-TChIC-K562-H3K4me3-T_362,9990,9990
PZ-MB-TChIC-K562-H3K4me3-T_317,20377,20377
PZ-MB-TChIC-K562-H3K4me3-T_174,14775,14775
PZ-MB-TChIC-K562-H3K4me3-CT_202,3547,3547
PZ-MB-TChIC-K562-H3K4me3-T_133,2180,2180
PZ-MB-TChIC-K562-H3K4me3-CT_188,3864,3864
PZ-MB-TChIC-K562-H3K4me3-CT_247,2232,2232
PZ-TChIC-K562-SC-H3K27me3-T_344,83,83
PZ-MB-TChIC-K562-H3K4me3-CT_170,13899,13899
PZ-MB-TChIC-K562-H3K4me3-C_96,35255,35255
PZ-MB-TChIC-K562-H3K4me3-T_118,2393,2393
PZ-MB-TChIC-K562-H3K4me3-T_45,1509,1509
