	step	PT	UMAP1	UMAP2	lin	RT	lin2	RT_m	step_id
40	40	24.042572319999998	5.3956842	5.552048	mes1	Gastd3	Pluripotent Gastd3	89.52	40:mes1
41	41	24.827564579999994	5.218709	5.6481886	mes1	Gastd3	Pluripotent Gastd3	87.12	41:mes1
42	42	25.358820310000002	5.1977234	5.68313	mes1	Gastd3	Pluripotent Gastd3	86.64	42:mes1
43	43	25.6841592	5.1109753	5.8182063	mes1	Gastd3	Pluripotent Gastd3	85.2	43:mes1
44	44	25.88310912	5.0853953	5.9219193	mes1	Gastd3	Pluripotent Gastd3	79.92	44:mes1
45	45	26.019628559999997	5.1169124	6.069613	mes1	Gastd3	Pluripotent Gastd3	76.8	45:mes1
46	46	26.129302529999997	5.0107784	6.0676775	mes1	Gastd3	Pluripotent Gastd3	79.68	46:mes1
47	47	26.218603150000003	5.074972	6.205128	mes1	Gastd3	Pluripotent Gastd3	77.76	47:mes1
48	48	26.288100099999998	4.9820924	6.165477	mes1	Gastd3	Pluripotent Gastd3	77.04	48:mes1
49	49	26.35606756	4.8652043	6.132617	mes1	Gastd3	Pluripotent Gastd3	79.2	49:mes1
50	50	26.416733269999998	4.830527	6.069139	mes1	Gastd3	Pluripotent Gastd3	78.24	50:mes1
51	51	26.474303560000003	4.830387	6.2448354	mes1	Gastd3	Pluripotent Gastd3	76.8	51:mes1
52	52	26.525998010000002	4.7510357	6.283523	mes1	Gastd3	Pluripotent Gastd3	76.56	52:mes1
53	53	26.582701739999997	4.6940894	6.149179	mes1	Gastd3	Pluripotent Gastd3	78.0	53:mes1
54	54	26.634930479999994	4.5483418	6.297968	mes1	Gastd3	Pluripotent Gastd3	78.96	54:mes1
55	55	26.680810219999998	4.539983	6.328543	mes1	Gastd3	Pluripotent Gastd3	77.76	55:mes1
56	56	26.72971819	4.396428	6.1436586	mes1	Gastd3	Pluripotent Gastd3	80.64	56:mes1
57	57	26.78601156	4.398222	6.2166142	mes1	Gastd3	Pluripotent Gastd3	80.16	57:mes1
58	58	26.836878079999998	4.42581	6.1201696	mes1	Gastd3	Pluripotent Gastd3	76.56	58:mes1
59	59	26.886650660000004	4.385638	6.127106	mes1	Gastd3	Pluripotent Gastd3	81.6	59:mes1
60	60	26.93637331	4.2705894	6.2345476	mes1	Gastd3	Pluripotent Gastd3	78.96	60:mes1
61	61	26.990250469999996	4.192255	6.2109704	mes1	Gastd3	Pluripotent Gastd3	80.88	61:mes1
62	62	27.04714134	4.0321126	6.206417	mes1	Gastd3	Pluripotent Gastd3	81.12	62:mes1
63	63	27.11535974	4.1216655	6.142041	mes1	Gastd3	Pluripotent Gastd3	80.4	63:mes1
64	64	27.18381022	3.984251	6.162018	mes1	Gastd3	Pluripotent Gastd3	81.6	64:mes1
65	65	27.261325550000002	3.968669	6.2536225	mes1	Gastd3	Pluripotent Gastd3	82.56	65:mes1
66	66	27.34309157	3.7466438	6.026735	mes1	Gastd4	Pluripotent Gastd4	88.32	66:mes1
67	67	27.427433099999995	3.5369859	6.0770397	mes1	Gastd4	Pluripotent Gastd4	89.04	67:mes1
68	68	27.54224924	3.4951117	6.0104656	mes1	Gastd4	Pluripotent Gastd4	88.8	68:mes1
69	69	27.639616359999994	3.2463858	5.9137993	mes1	Gastd4	Pluripotent Gastd4	91.44	69:mes1
70	70	27.76464598	3.0550504	5.9698772	mes1	Gastd4	Pluripotent Gastd4	95.28	70:mes1
71	71	27.8781255	3.009735	5.8035655	mes1	Gastd4	Pluripotent Gastd4	97.2	71:mes1
72	72	27.981791259999994	3.0567503	5.8625364	mes1	Gastd4	Pluripotent Gastd4	95.28	72:mes1
73	73	28.08571248	2.876404	5.8137703	mes1	Gastd4	Pluripotent Gastd4	97.68	73:mes1
74	74	28.17170517	2.8671927	5.6701727	mes1	Gastd4	Pluripotent Gastd4	98.64	74:mes1
75	75	28.24793418	2.826259	5.9640923	mes1	Gastd4	Pluripotent Gastd4	96.72	75:mes1
76	76	28.31324739	2.7793517	5.8861756	mes1	Gastd4	Pluripotent Gastd4	98.64	76:mes1
77	77	28.37434398	2.7808378	5.863584	mes1	Gastd4	Pluripotent Gastd4	98.4	77:mes1
78	78	28.4300954	2.7066464	5.6400585	mes1	Gastd4	Pluripotent Gastd4	96.72	78:mes1
79	79	28.47517246	2.612408	5.5754566	mes1	Gastd4	Pluripotent Gastd4	97.44	79:mes1
80	80	28.520156020000005	2.6697488	5.685652	mes1	Gastd4	Pluripotent Gastd4	96.72	80:mes1
81	81	28.55692044	2.5754426	5.824811	mes1	Gastd4	Pluripotent Gastd4	98.4	81:mes1
82	82	28.5903297	2.6330068	5.7907786	mes1	Gastd4	Pluripotent Gastd4	98.16	82:mes1
83	83	28.62537808	2.430436	5.756783	mes1	Gastd4	Pluripotent Gastd4	100.08	83:mes1
84	84	28.663690469999995	2.4675343	5.92363	mes1	Gastd4	Pluripotent Gastd4	98.4	84:mes1
85	85	28.703791819999996	2.5286825	5.8647943	mes1	Gastd4	Pluripotent Gastd4	97.44	85:mes1
86	86	28.74041867	2.3187678	5.721832	mes1	Gastd4	Pluripotent Gastd4	99.12	86:mes1
87	87	28.783452650000008	2.507533	6.0230556	mes1	Gastd4	Pluripotent Gastd4	96.96	87:mes1
88	88	28.820709249999997	2.4393797	5.71966	mes1	Gastd4	Pluripotent Gastd4	97.68	88:mes1
89	89	28.8603044	2.4119565	5.790942	mes1	Gastd4	Pluripotent Gastd4	96.96	89:mes1
90	90	28.903272620000003	2.2761538	5.76644	mes1	Gastd4	Pluripotent Gastd4	98.64	90:mes1
91	91	28.944097839999998	2.2187579	5.6721797	mes1	Gastd4	Pluripotent Gastd4	97.68	91:mes1
92	92	28.98308175	2.2267904	5.9600806	mes1	Gastd4	Pluripotent Gastd4	99.12	92:mes1
93	93	29.024135139999995	2.190676	5.953628	mes1	Gastd4	Pluripotent Gastd4	99.36	93:mes1
94	94	29.060963500000003	2.1346118	5.9178905	mes1	Gastd4	Pluripotent Gastd4	97.92	94:mes1
95	95	29.09917782	2.1875124	5.9350743	mes1	Gastd4	Pluripotent Gastd4	97.68	95:mes1
96	96	29.144952879999995	2.0587835	5.930105	mes1	Gastd4	Pluripotent Gastd4	98.16	96:mes1
97	97	29.19315308	2.0284264	6.443713	mes1	Gastd4	Pluripotent Gastd4	98.4	97:mes1
98	98	29.240191010000004	1.9342949	6.054631	mes1	Gastd4	Pluripotent Gastd4	100.08	98:mes1
99	99	29.285532040000003	1.9658161	6.1062036	mes1	Gastd4	Pluripotent Gastd4	99.6	99:mes1
100	100	29.33778377	1.7509955	6.213003	mes1	Gastd4	Pluripotent Gastd4	99.84	100:mes1
101	101	29.401494120000002	1.7609532	6.0524573	mes1	Gastd4	Pluripotent Gastd4	101.04	101:mes1
102	102	29.45911652	1.8279954	6.4219246	mes1	Gastd4	Pluripotent Gastd4	100.56	102:mes1
103	103	29.521743279999995	1.6382079	6.5467463	mes1	Gastd4	Pluripotent Gastd4	100.8	103:mes1
104	104	29.59994228	1.5111434	6.7811937	mes1	Gastd4	Mesoderm Gastd4	102.24	104:mes1
105	105	29.671707429999998	1.4609894	6.751666	mes1	Gastd4	Mesoderm Gastd4	107.52	105:mes1
106	106	29.741043949999998	1.4032959	6.9457426	mes1	Gastd4	Mesoderm Gastd4	102.96	106:mes1
107	107	29.816250809999996	1.3379855	7.2419176	mes1	Gastd4	Mesoderm Gastd4	103.44	107:mes1
108	108	29.888122279999997	1.3432605	7.307391	mes1	Gastd4	Mesoderm Gastd4	106.08	108:mes1
109	109	29.967284609999997	1.1671907	7.4328356	mes1	Gastd4	Mesoderm Gastd4	106.8	109:mes1
110	110	30.04271705	1.0421813	7.58553	mes1	Gastd4	Mesoderm Gastd4	107.52	110:mes1
111	111	30.115246990000006	1.1000397	7.839007	mes1	Gastd4	Mesoderm Gastd4	105.36	111:mes1
112	112	30.204136300000005	1.1832051	8.069618	mes1	Gastd4	Mesoderm Gastd4	104.64	112:mes1
113	113	30.295153569999997	1.0075446	7.9966774	mes1	Gastd4	Mesoderm Gastd4	108.0	113:mes1
114	114	30.385331369999996	0.9410592	8.026038	mes1	Gastd4	Mesoderm Gastd4	106.08	114:mes1
115	115	30.46796835	0.959411	8.342805	mes1	Gastd4	Mesoderm Gastd4	102.96	115:mes1
116	116	30.57001009	0.8951654	8.434864	mes1	Gastd4	Mesoderm Gastd4	105.36	116:mes1
117	117	30.696650079999994	1.1500633	8.593695	mes1	Gastd4	Mesoderm Gastd4	103.92	117:mes1
118	118	30.819904879999996	1.178706	8.760842	mes1	Gastd4	Mesoderm Gastd4	104.88	118:mes1
119	119	30.978970520000008	1.206412	9.019245	mes1	Gastd4	Mesoderm Gastd4	107.76	119:mes1
120	120	31.150361290000006	1.0958881	8.912448	mes1	Gastd4	Mesoderm Gastd4	111.6	120:mes1
121	121	31.338885200000007	0.99547124	8.978411	mes1	Gastd5	Mesoderm Gastd4	114.24	121:mes1
122	122	31.5727447	1.2335738	9.183408	mes1	Gastd4	Mesoderm Gastd4	113.52	122:mes1
123	123	31.880741779999997	0.84097975	9.181516	mes1	Gastd5	Mesoderm Gastd5	116.64	123:mes1
124	124	32.28318887	0.38849297	9.711037	mes1	Gastd5	Mesoderm Gastd5	124.8	124:mes1
125	125	32.72094545	0.29352438	9.695057	mes1	Gastd5	Mesoderm Gastd5	130.32	125:mes1
126	126	33.104552270000006	0.021887193	10.158274	mes1	Gastd5	Mesoderm Gastd5	131.28	126:mes1
127	127	33.43679184	-0.21718365	10.636669	mes1	Gastd5	Mesoderm Gastd5	137.04	127:mes1
128	128	33.77159013000001	-0.8272202	10.598861	mes1	Gastd5	Mesoderm Gastd5	130.32	128:mes1
129	129	34.112866069999995	-0.97899467	10.537017	mes1	Gastd5	Mesoderm Gastd5	132.0	129:mes1
130	130	34.53278762	-1.3829257	10.795119	mes1	Gastd6	Mesoderm Gastd6	137.28	130:mes1
131	131	34.900385480000004	-1.6245216	10.923489	mes1	Gastd6	Mesoderm Gastd6	141.6	131:mes1
132	132	35.39535851	-1.7786626	11.14371	mes1	Gastd6	Mesoderm Gastd6	146.64	132:mes1
133	133	36.11960786000001	-2.1128356	11.497346	mes1	Gastd6	Mesoderm Gastd6	153.84	133:mes1
1	1	0.3725373316	11.126464	4.5995846	mes2	mESCs	Pluripotent mESCs	0.0	1:mes2
2	2	0.46334159890000004	11.385221	4.5090275	mes2	mESCs	Pluripotent mESCs	0.0	2:mes2
3	3	0.5417578815	11.454574	4.386492	mes2	mESCs	Pluripotent mESCs	0.0	3:mes2
4	4	0.6055707372000001	11.645337	4.233151	mes2	mESCs	Pluripotent mESCs	0.0	4:mes2
5	5	0.6706454019999998	11.506994	4.3826466	mes2	mESCs	Pluripotent mESCs	0.0	5:mes2
6	6	0.7386451256000002	11.550562	4.3902154	mes2	mESCs	Pluripotent mESCs	0.0	6:mes2
7	7	0.8075167897	11.470323	4.2688046	mes2	mESCs	Pluripotent mESCs	1.68	7:mes2
8	8	0.8892268190999999	11.498241	4.3284016	mes2	mESCs	Pluripotent mESCs	0.0	8:mes2
9	9	0.9661944036	11.29548	4.487218	mes2	mESCs	Pluripotent mESCs	0.0	9:mes2
10	10	1.0492609179999999	11.36153	4.3545885	mes2	mESCs	Pluripotent mESCs	1.44	10:mes2
11	11	1.137803718	11.354447	4.504107	mes2	mESCs	Pluripotent mESCs	1.44	11:mes2
12	12	1.227428264	11.315815	4.5416374	mes2	mESCs	Pluripotent mESCs	0.0	12:mes2
13	13	1.3203625509999997	11.403002	4.5173097	mes2	mESCs	Pluripotent mESCs	0.0	13:mes2
14	14	1.4210018569999996	11.468866	4.455546	mes2	mESCs	Pluripotent mESCs	0.0	14:mes2
15	15	1.5259784980000004	11.281655	4.502635	mes2	mESCs	Pluripotent mESCs	1.68	15:mes2
16	16	1.6214562569999995	11.460884	4.391166	mes2	mESCs	Pluripotent mESCs	1.44	16:mes2
17	17	1.721798215	11.486903	4.175813	mes2	mESCs	Pluripotent mESCs	3.36	17:mes2
18	18	1.816995278	11.476799	4.470221	mes2	mESCs	Pluripotent mESCs	2.64	18:mes2
19	19	1.920784677	11.554338	4.392248	mes2	mESCs	Pluripotent mESCs	0.0	19:mes2
20	20	2.006427672	11.548886	4.3445506	mes2	mESCs	Pluripotent mESCs	0.0	20:mes2
21	21	2.10145923	11.530478	4.4519396	mes2	mESCs	Pluripotent mESCs	0.0	21:mes2
22	22	2.1946430030000004	11.43274	4.47545	mes2	mESCs	Pluripotent mESCs	0.0	22:mes2
23	23	2.3239184020000003	11.602614	4.289101	mes2	mESCs	Pluripotent mESCs	0.0	23:mes2
24	24	2.4696848599999996	11.622875	4.3315663	mes2	mESCs	Pluripotent mESCs	0.0	24:mes2
25	25	2.6109142509999996	11.652009	4.354657	mes2	mESCs	Pluripotent mESCs	1.68	25:mes2
26	26	2.7320748490000004	11.554913	4.2695875	mes2	mESCs	Pluripotent mESCs	0.72	26:mes2
27	27	2.855737008	11.775082	4.2496943	mes2	mESCs	Pluripotent mESCs	0.0	27:mes2
28	28	2.998822895	11.653786	4.283058	mes2	mESCs	Pluripotent mESCs	1.68	28:mes2
29	29	3.1864833550000005	11.6576	4.4459653	mes2	mESCs	Pluripotent mESCs	0.0	29:mes2
30	30	3.335302126	11.74118	4.4125	mes2	mESCs	Pluripotent mESCs	0.0	30:mes2
31	31	3.513640805	11.768203	4.3063445	mes2	mESCs	Pluripotent mESCs	0.0	31:mes2
32	32	3.739240205	11.801035	4.2976055	mes2	mESCs	Pluripotent mESCs	1.2	32:mes2
33	33	3.9936504119999996	11.675153	4.303569	mes2	mESCs	Pluripotent mESCs	1.2	33:mes2
34	34	4.2354350389999995	11.8568535	4.217493	mes2	mESCs	Pluripotent mESCs	0.0	34:mes2
35	35	4.533736216	11.725695	4.132668	mes2	mESCs	Pluripotent mESCs	5.76	35:mes2
36	36	4.955100076	11.760181	4.337682	mes2	mESCs	Pluripotent mESCs	1.44	36:mes2
37	37	5.805180276	11.845388	4.22457	mes2	mESCs	Pluripotent mESCs	0.0	37:mes2
38	38	11.303958404000003	9.567925	4.778676	mes2	mESCs	Pluripotent mESCs	13.44	38:mes2
39	39	21.984440579999998	6.0552607	5.3099084	mes2	Gastd4	Pluripotent Gastd4	97.44	39:mes2
40	40	24.042572319999998	5.3956842	5.552048	mes2	Gastd3	Pluripotent Gastd3	89.52	40:mes2
41	41	24.827564579999994	5.218709	5.6481886	mes2	Gastd3	Pluripotent Gastd3	87.12	41:mes2
42	42	25.358820310000002	5.1977234	5.68313	mes2	Gastd3	Pluripotent Gastd3	86.64	42:mes2
43	43	25.6841592	5.1109753	5.8182063	mes2	Gastd3	Pluripotent Gastd3	85.2	43:mes2
44	44	25.88310912	5.0853953	5.9219193	mes2	Gastd3	Pluripotent Gastd3	79.92	44:mes2
45	45	26.019628559999997	5.1169124	6.069613	mes2	Gastd3	Pluripotent Gastd3	76.8	45:mes2
46	46	26.129302529999997	5.0107784	6.0676775	mes2	Gastd3	Pluripotent Gastd3	79.68	46:mes2
47	47	26.218830080000004	5.0993104	6.1709523	mes2	Gastd3	Pluripotent Gastd3	77.52	47:mes2
48	48	26.289330340000003	5.023256	6.122531	mes2	Gastd3	Pluripotent Gastd3	76.08	48:mes2
49	49	26.357550850000006	4.8863716	6.10325	mes2	Gastd3	Pluripotent Gastd3	78.72	49:mes2
50	50	26.418509199999995	4.84282	6.075507	mes2	Gastd3	Pluripotent Gastd3	78.24	50:mes2
51	51	26.475983470000003	4.8389344	6.2529426	mes2	Gastd3	Pluripotent Gastd3	76.8	51:mes2
52	52	26.527512319999996	4.756786	6.267656	mes2	Gastd3	Pluripotent Gastd3	76.56	52:mes2
53	53	26.584516659999995	4.6984997	6.1522717	mes2	Gastd3	Pluripotent Gastd3	77.76	53:mes2
54	54	26.636340169999997	4.5565104	6.258993	mes2	Gastd3	Pluripotent Gastd3	79.2	54:mes2
55	55	26.682623150000005	4.537257	6.3106775	mes2	Gastd3	Pluripotent Gastd3	78.72	55:mes2
56	56	26.731941900000002	4.446455	6.1205683	mes2	Gastd3	Pluripotent Gastd3	79.2	56:mes2
57	57	26.78833149	4.3972244	6.195681	mes2	Gastd3	Pluripotent Gastd3	79.68	57:mes2
58	58	26.83885529	4.409141	6.1100836	mes2	Gastd3	Pluripotent Gastd3	76.8	58:mes2
59	59	26.88866794000001	4.361973	6.1361804	mes2	Gastd3	Pluripotent Gastd3	81.84	59:mes2
60	60	26.93855407	4.2767086	6.2440248	mes2	Gastd3	Pluripotent Gastd3	78.24	60:mes2
61	61	26.992212650000003	4.1754537	6.223323	mes2	Gastd3	Pluripotent Gastd3	80.4	61:mes2
62	62	27.050981660000005	4.0858245	6.1863346	mes2	Gastd3	Pluripotent Gastd3	80.4	62:mes2
63	63	27.119282179999995	4.1385865	6.136999	mes2	Gastd3	Pluripotent Gastd3	80.4	63:mes2
64	64	27.18798488	3.9881458	6.134574	mes2	Gastd3	Pluripotent Gastd3	81.36	64:mes2
65	65	27.26501432	3.8921695	6.2269044	mes2	Gastd3	Pluripotent Gastd3	84.24	65:mes2
66	66	27.344644900000002	3.6143613	6.100416	mes2	Gastd4	Pluripotent Gastd4	90.24	66:mes2
67	67	27.427932849999994	3.4965115	6.0663233	mes2	Gastd4	Pluripotent Gastd4	90.0	67:mes2
68	68	27.541678150000006	3.4866595	6.019598	mes2	Gastd4	Pluripotent Gastd4	89.28	68:mes2
69	69	27.637399679999994	3.1682458	5.984177	mes2	Gastd4	Pluripotent Gastd4	92.88	69:mes2
70	70	27.757913579999993	3.039957	5.8853884	mes2	Gastd4	Pluripotent Gastd4	95.04	70:mes2
71	71	27.873275040000003	3.0779157	5.74452	mes2	Gastd4	Pluripotent Gastd4	96.0	71:mes2
72	72	27.976525900000002	2.8822405	5.809744	mes2	Gastd4	Pluripotent Gastd4	98.4	72:mes2
73	73	28.079279980000003	2.8617034	5.803578	mes2	Gastd4	Pluripotent Gastd4	97.92	73:mes2
74	74	28.166195700000003	2.772596	5.740579	mes2	Gastd4	Pluripotent Gastd4	99.84	74:mes2
75	75	28.239941159999997	2.735398	5.9868355	mes2	Gastd4	Pluripotent Gastd4	98.16	75:mes2
76	76	28.306032499999997	2.741976	5.8608284	mes2	Gastd4	Pluripotent Gastd4	99.12	76:mes2
77	77	28.366593130000002	2.7197487	5.9411926	mes2	Gastd4	Pluripotent Gastd4	99.84	77:mes2
78	78	28.422505769999997	2.6509142	5.625397	mes2	Gastd4	Pluripotent Gastd4	98.4	78:mes2
79	79	28.46747742	2.4721606	5.6780853	mes2	Gastd4	Pluripotent Gastd4	98.88	79:mes2
80	80	28.512979220000002	2.6619873	5.658855	mes2	Gastd4	Pluripotent Gastd4	97.2	80:mes2
81	81	28.55020837	2.6200628	5.7981596	mes2	Gastd4	Pluripotent Gastd4	98.16	81:mes2
82	82	28.58449061	2.5853024	5.8078814	mes2	Gastd4	Pluripotent Gastd4	99.6	82:mes2
83	83	28.617988540000006	2.3609695	5.842973	mes2	Gastd4	Pluripotent Gastd4	101.28	83:mes2
84	84	28.65591093	2.497055	5.8215947	mes2	Gastd4	Pluripotent Gastd4	97.68	84:mes2
85	85	28.695839569999997	2.5283842	5.8889046	mes2	Gastd4	Pluripotent Gastd4	97.2	85:mes2
86	86	28.73301348	2.2879205	5.70209	mes2	Gastd4	Pluripotent Gastd4	99.84	86:mes2
87	87	28.774642789999998	2.480824	5.9325104	mes2	Gastd4	Pluripotent Gastd4	97.68	87:mes2
88	88	28.81369735	2.386343	5.739071	mes2	Gastd4	Pluripotent Gastd4	98.88	88:mes2
89	89	28.851071019999996	2.3261573	5.8888636	mes2	Gastd4	Pluripotent Gastd4	98.16	89:mes2
90	90	28.89290656	2.2418103	5.7950983	mes2	Gastd4	Pluripotent Gastd4	99.36	90:mes2
91	91	28.93342947	2.252834	5.7131395	mes2	Gastd4	Pluripotent Gastd4	98.4	91:mes2
92	92	28.972576900000004	2.2536767	5.8368254	mes2	Gastd4	Pluripotent Gastd4	98.16	92:mes2
93	93	29.014216339999994	2.184629	5.9243774	mes2	Gastd4	Pluripotent Gastd4	100.08	93:mes2
94	94	29.05256578	2.1127937	5.919206	mes2	Gastd4	Pluripotent Gastd4	98.64	94:mes2
95	95	29.08938726	2.1431437	5.948246	mes2	Gastd4	Pluripotent Gastd4	99.6	95:mes2
96	96	29.132442050000005	2.0584872	5.80929	mes2	Gastd4	Pluripotent Gastd4	98.16	96:mes2
97	97	29.18329048	2.0248594	6.1656184	mes2	Gastd4	Pluripotent Gastd4	98.88	97:mes2
98	98	29.229985069999998	1.8905766	6.1324925	mes2	Gastd4	Pluripotent Gastd4	100.8	98:mes2
99	99	29.274877339999993	1.924143	6.013622	mes2	Gastd4	Pluripotent Gastd4	99.84	99:mes2
100	100	29.3264469	1.7131702	6.1852736	mes2	Gastd4	Pluripotent Gastd4	101.28	100:mes2
101	101	29.3846821	1.6723163	6.0662174	mes2	Gastd4	Pluripotent Gastd4	102.72	101:mes2
102	102	29.445218009999998	1.7708256	6.2668614	mes2	Gastd4	Pluripotent Gastd4	101.76	102:mes2
103	103	29.5040589	1.5364844	6.411188	mes2	Gastd4	Pluripotent Gastd4	103.44	103:mes2
104	104	29.581882689999997	1.4424903	6.8058863	mes2	Gastd4	Mesoderm Gastd4	102.0	104:mes2
105	105	29.652325129999998	1.3557668	6.7253394	mes2	Gastd4	Mesoderm Gastd4	109.68	105:mes2
106	106	29.72239159	1.3745106	6.8616643	mes2	Gastd4	Mesoderm Gastd4	105.12	106:mes2
107	107	29.799994960000006	1.2537317	6.99909	mes2	Gastd4	Mesoderm Gastd4	104.88	107:mes2
108	108	29.87503132	1.081142	7.0536385	mes2	Gastd4	Mesoderm Gastd4	110.4	108:mes2
109	109	29.950113849999994	1.1077837	7.2603316	mes2	Gastd4	Mesoderm Gastd4	107.04	109:mes2
110	110	30.02866537	0.9250036	7.4143944	mes2	Gastd4	Mesoderm Gastd4	109.68	110:mes2
111	111	30.102287999999998	0.9092614	7.7132573	mes2	Gastd4	Mesoderm Gastd4	106.56	111:mes2
112	112	30.191922690000006	0.85943305	7.701977	mes2	Gastd4	Mesoderm Gastd4	108.48	112:mes2
113	113	30.28917922	0.68393934	7.7182374	mes2	Gastd5	Mesoderm Gastd5	110.88	113:mes2
114	114	30.38441743	0.71219015	7.684017	mes2	Gastd4	Mesoderm Gastd4	109.44	114:mes2
115	115	30.46917287	0.57748616	7.883451	mes2	Gastd4	Mesoderm Gastd4	108.96	115:mes2
116	116	30.57513597	0.40101975	7.8191247	mes2	Gastd4	Mesoderm Gastd4	112.56	116:mes2
117	117	30.706219749999995	0.22195671	7.565088	mes2	Gastd4	Mesoderm Gastd4	116.64	117:mes2
118	118	30.8435131	-0.15908535	7.4728255	mes2	Gastd5	Mesoderm Gastd5	120.72	118:mes2
119	119	31.00045688	-0.3944224	7.5504107	mes2	Gastd5	Mesoderm Gastd5	123.84	119:mes2
120	120	31.14213395	-0.5635152	7.200664	mes2	Gastd5	Mesoderm Gastd5	128.64	120:mes2
121	121	31.266816750000004	-1.0081348	7.1951113	mes2	Gastd5	Mesoderm Gastd5	130.08	121:mes2
122	122	31.399491670000003	-0.9182409	7.1376553	mes2	Gastd5	Mesoderm Gastd5	131.52	122:mes2
123	123	31.51875102	-1.1865494	7.231	mes2	Gastd5	Mesoderm Gastd5	132.96	123:mes2
124	124	31.628085090000003	-1.3875772	7.1312366	mes2	Gastd5	Mesoderm Gastd5	133.44	124:mes2
125	125	31.73853596	-1.3429979	7.1528535	mes2	Gastd5	Mesoderm Gastd5	134.64	125:mes2
126	126	31.84122339	-1.3226159	6.9593263	mes2	Gastd5	Mesoderm Gastd5	132.0	126:mes2
127	127	31.931371710000004	-1.6123685	7.1263885	mes2	Gastd6	Mesoderm Gastd6	136.32	127:mes2
128	128	32.037774309999996	-1.5138144	7.179176	mes2	Gastd6	Mesoderm Gastd6	136.56	128:mes2
129	129	32.13400239	-1.5487032	7.4362917	mes2	Gastd5	Mesoderm Gastd5	129.6	129:mes2
130	130	32.246608810000005	-1.6988301	7.489132	mes2	Gastd5	Mesoderm Gastd5	133.44	130:mes2
131	131	32.33410316	-1.8758476	7.538355	mes2	Gastd5	Mesoderm Gastd5	133.92	131:mes2
132	132	32.43061639	-1.8877194	7.850771	mes2	Gastd5	Mesoderm Gastd5	132.72	132:mes2
133	133	32.527666839999995	-1.92178	7.6423006	mes2	Gastd5	Mesoderm Gastd5	133.92	133:mes2
134	134	32.61054813	-1.8166858	7.8104568	mes2	Gastd5	Mesoderm Gastd5	133.68	134:mes2
135	135	32.692157730000005	-2.0096624	7.7530913	mes2	Gastd5	Mesoderm Gastd5	134.88	135:mes2
136	136	32.77839016	-2.173339	7.859255	mes2	Gastd5	Mesoderm Gastd5	137.04	136:mes2
137	137	32.86339196000001	-2.275356	7.9008846	mes2	Gastd5	Mesoderm Gastd5	135.6	137:mes2
138	138	32.93872546	-2.32745	8.105146	mes2	Gastd5	Mesoderm Gastd5	137.28	138:mes2
139	139	33.017856789999996	-2.263647	8.166001	mes2	Gastd5	Mesoderm Gastd5	137.52	139:mes2
140	140	33.096540669999996	-2.4064045	7.8035693	mes2	Gastd6	Mesoderm Gastd6	140.4	140:mes2
141	141	33.162543510000006	-2.3807955	7.8872814	mes2	Gastd5	Mesoderm Gastd5	140.16	141:mes2
142	142	33.22503984	-2.4988015	8.251219	mes2	Gastd5	Mesoderm Gastd5	138.96	142:mes2
143	143	33.29556162	-2.3622937	8.268416	mes2	Gastd5	Mesoderm Gastd5	138.72	143:mes2
144	144	33.36199272	-2.5796244	8.169179	mes2	Gastd6	Mesoderm Gastd6	144.24	144:mes2
145	145	33.44293146	-2.4716024	8.284888	mes2	Gastd5	Mesoderm Gastd5	137.76	145:mes2
146	146	33.51403739	-2.7173102	8.462505	mes2	Gastd6	Mesoderm Gastd6	142.8	146:mes2
147	147	33.58453911000001	-2.6730268	8.547471	mes2	Gastd6	Mesoderm Gastd6	140.88	147:mes2
148	148	33.651274869999995	-2.659392	8.519659	mes2	Gastd6	Mesoderm Gastd6	141.84	148:mes2
149	149	33.714114370000004	-2.7821379	8.628947	mes2	Gastd5	Mesoderm Gastd5	140.64	149:mes2
150	150	33.78174885	-2.8871188	8.363681	mes2	Gastd6	Mesoderm Gastd6	144.72	150:mes2
151	151	33.85197823	-2.8922443	8.416973	mes2	Gastd6	Mesoderm Gastd6	147.84	151:mes2
152	152	33.93154947000001	-2.9160058	8.607035	mes2	Gastd6	Mesoderm Gastd6	146.64	152:mes2
153	153	34.00426514	-2.9379632	8.464789	mes2	Gastd7	Mesoderm Gastd7	149.76	153:mes2
154	154	34.087461520000005	-3.0397809	8.379184	mes2	Gastd7	Mesoderm Gastd7	149.04	154:mes2
155	155	34.173462750000006	-3.1665661	8.640803	mes2	Gastd7	Mesoderm Gastd7	152.4	155:mes2
156	156	34.26219654	-3.1023724	8.744767	mes2	Gastd6	Mesoderm Gastd6	150.96	156:mes2
157	157	34.35518037999999	-3.2444632	8.571408	mes2	Gastd7	Mesoderm Gastd7	153.6	157:mes2
158	158	34.440958640000005	-3.3166976	8.842359	mes2	Gastd7	Mesoderm Gastd7	153.6	158:mes2
159	159	34.55122099	-3.4856553	8.917523	mes2	Gastd7	Mesoderm Gastd7	155.52	159:mes2
160	160	34.678811270000004	-3.5846543	8.674275	mes2	Gastd7	Mesoderm Gastd7	159.36	160:mes2
161	161	34.80294859999999	-3.5274673	8.982372	mes2	Gastd7	Mesoderm Gastd7	157.68	161:mes2
162	162	34.96131711	-3.4598408	9.037916	mes2	Gastd7	Mesoderm Gastd7	157.44	162:mes2
163	163	35.136830059999994	-3.7986405	9.11167	mes2	Gastd7	Mesoderm Gastd7	162.24	163:mes2
