,source,target,weight
16452,Mitf,Myl1,1.0
16453,Mitf,Myl4,1.0
16454,Mitf,Ndst2,-1.0
16455,Mitf,Ngfr,1.0
16456,Mitf,Nox4,1.0
16457,Mitf,Nppb,1.0
16458,Mitf,Oca2,1.0
16459,Mitf,Oscar,1.0
16460,Mitf,Ostm1,1.0
16461,Mitf,Pax3,1.0
16462,Mitf,Pax4,-1.0
16463,Mitf,Pax6,-1.0
16464,Mitf,Per1,1.0
16465,Mitf,Pias3,1.0
16466,Mitf,Pik3r1,1.0
16467,Mitf,Pmel,1.0
16468,Mitf,Ppargc1a,1.0
16469,Mitf,Prf1,1.0
16470,Mitf,Prkaca,1.0
16471,Mitf,Prkcb,1.0
16472,Mitf,Ptgds,1.0
16473,Mitf,Ptgs2,1.0
16474,Mitf,Rab27a,1.0
16475,Mitf,Sbno2,1.0
16476,Mitf,Sdc1,-1.0
16477,Mitf,Serpine1,1.0
16478,Mitf,Serpinf1,1.0
16479,Mitf,Slc2a2,1.0
16480,Mitf,Slc45a2,1.0
16481,Mitf,Smad3,-1.0
16482,Mitf,Smarca4,1.0
16483,Mitf,Snai2,1.0
16484,Mitf,Spib,1.0
16485,Mitf,Spp1,1.0
16486,Mitf,Tbx2,1.0
16487,Mitf,Tg,1.0
16488,Mitf,Tkt,1.0
16489,Mitf,Tnfrsf11a,1.0
16490,Mitf,Tnfrsf1b,1.0
16491,Mitf,Tnfsf11,1.0
16492,Mitf,Tph1,1.0
16493,Mitf,Tpsg1,1.0
16494,Mitf,Trpm1,1.0
16495,Mitf,Tyr,1.0
16496,Mitf,Tyrp1,1.0
16497,Mitf,Vegfa,1.0
16498,Mitf,Xrcc1,1.0
16499,Mixl1,Gsc,1.0
16500,Mixl1,Kdr,1.0
16501,Mixl1,Pdgfra,1.0
16502,Mixl1,T,1.0
16503,Mkx,Myod1,1.0
16504,Mkx,Runx2,1.0
16505,Mkx,Scx,1.0
16506,Mkx,Sox5,1.0
16507,Mkx,Sox6,1.0
16508,Mkx,Tgfb1,1.0
16509,Mkx,Tgfb2,1.0
16510,Mlx,Arnt,-1.0
16511,Mlx,Col11a1,1.0
16512,Mlx,Odc1,1.0
16513,Mlx,Pklr,1.0
16514,Mlx,Txnip,1.0
16515,Mlxip,Kit,1.0
16516,Mlxip,Ldha,1.0
16517,Mlxip,Mlh1,1.0
16518,Mlxip,Pfkfb3,1.0
16519,Mlxip,Txnip,1.0
16520,Mlxipl,Acaca,1.0
16521,Mlxipl,Arnt,-1.0
16522,Mlxipl,Crebbp,1.0
16523,Mlxipl,Elovl6,1.0
16524,Mlxipl,Fas,1.0
16525,Mlxipl,Fasn,1.0
16526,Mlxipl,Fgf21,1.0
16527,Mlxipl,Gcgr,1.0
16528,Mlxipl,Khk,1.0
16529,Mlxipl,Klf10,1.0
16530,Mlxipl,Pklr,1.0
16531,Mlxipl,Pnpla3,1.0
16532,Mlxipl,Ppara,-1.0
16533,Mlxipl,Pparg,1.0
16534,Mlxipl,Slc2a4,1.0
16535,Mlxipl,Txnip,1.0
16536,Mnt,Ccnd2,1.0
16537,Mnt,Erg,-1.0
16538,Mnt,Glmn,1.0
16539,Mnt,Hap1,1.0
16540,Mnt,Il1b,1.0
16541,Mnt,Kras,1.0
16542,Mnt,Max,1.0
16543,Mnt,Rsph1,1.0
16544,Mnt,Tert,1.0
16545,Mnt,Trp53,1.0
16546,Mnx1,Il6,1.0
16547,Mnx1,Men1,1.0
16548,Mnx1,Pik3r1,1.0
16549,Mnx1,Ptger2,1.0
16550,Mrtfa,Col1a1,1.0
16551,Mrtfa,Scai,1.0
16552,Mrtfa,Srf,1.0
16553,Mrtfa,Tagln,1.0
16554,Msc,Adh4,1.0
16555,Msc,Aimp2,1.0
16556,Msc,Cdc25a,-1.0
16557,Msc,Cdc6,-1.0
16558,Msc,Ckm,-1.0
16559,Msc,Ctla4,1.0
16560,Msc,Dkk1,1.0
16561,Msc,Foxp3,1.0
16562,Msc,Got1,1.0
16563,Msc,Ibsp,1.0
16564,Msc,Ifng,1.0
16565,Msc,Il10,1.0
16566,Msc,Il2ra,1.0
16567,Msc,Krt8,1.0
16568,Msc,Lta,-1.0
16569,Msc,Mapk1,1.0
16570,Msc,Mcm7,-1.0
16571,Msc,Mmp2,1.0
16572,Msc,Myocd,1.0
16573,Msc,Nr1i3,1.0
16574,Msc,Plat,1.0
16575,Msc,Ptprc,1.0
16576,Msc,Rap1a,1.0
16577,Msc,Rbfox3,1.0
16578,Msc,Shbg,1.0
16579,Msc,Tnfrsf19,1.0
16580,Msc,Trip10,1.0
16581,Msc,Uqcrq,1.0
16582,Msgn1,Wnt3a,1.0
16583,Msx1,Bmp2,1.0
16584,Msx1,Bmp4,1.0
16585,Msx1,Cald1,-1.0
16586,Msx1,Cdh2,1.0
16587,Msx1,Cdkn2d,1.0
16588,Msx1,Cga,-1.0
16589,Msx1,Dkk1,-1.0
16590,Msx1,Dlk1,1.0
16591,Msx1,Fshb,-1.0
16592,Msx1,Gnrhr,-1.0
16593,Msx1,H1f5,1.0
16594,Msx1,Hey1,1.0
16595,Msx1,Myod1,-1.0
16596,Msx1,Notch3,1.0
16597,Msx1,Pitx1,-1.0
16598,Msx1,Ptch1,1.0
16599,Msx1,Runx2,-1.0
16600,Msx1,S100a4,1.0
16601,Msx1,Sdc1,1.0
16602,Msx1,Shh,1.0
16603,Msx1,Tagln,1.0
16604,Msx1,Vdr,-1.0
16605,Msx1,Wnt1,1.0
16606,Msx1,Zhx2,1.0
16607,Msx2,Alpl,-1.0
16608,Msx2,Amelx,-1.0
16609,Msx2,Atoh7,-1.0
16610,Msx2,Bcl2,-1.0
16611,Msx2,Bmp4,1.0
16612,Msx2,Cald1,-1.0
16613,Msx2,Ccnd1,1.0
16614,Msx2,Cdh2,-1.0
16615,Msx2,Col10a1,1.0
16616,Msx2,Col1a1,-1.0
16617,Msx2,Col2a1,-1.0
16618,Msx2,Dkk1,-1.0
16619,Msx2,Dlx2,-1.0
16620,Msx2,Dlx5,-1.0
16621,Msx2,Dspp,-1.0
16622,Msx2,Efna5,1.0
16623,Msx2,Enpp1,1.0
16624,Msx2,Epha7,1.0
16625,Msx2,Gpnmb,1.0
16626,Msx2,Ibsp,1.0
16627,Msx2,Ihh,1.0
16628,Msx2,Lama3,1.0
16629,Msx2,Lrp5,1.0
16630,Msx2,Msx1,1.0
16631,Msx2,Myod1,-1.0
16632,Msx2,Nkx3-1,1.0
16633,Msx2,Notch1,1.0
16634,Msx2,Pitx2,-1.0
16635,Msx2,Pou4f2,-1.0
16636,Msx2,Runx2,-1.0
16637,Msx2,Six3,-1.0
16638,Msx2,Sod1,1.0
16639,Msx2,Sost,-1.0
16640,Msx2,Sox2,-1.0
16641,Msx2,Sp7,1.0
16642,Msx2,Spp1,1.0
16643,Msx2,Tagln,-1.0
16644,Msx2,Tgfb2,1.0
16645,Msx2,Tgfb3,1.0
16646,Msx2,Wdr5,-1.0
16647,Msx2,Wnt10b,1.0
16648,Msx2,Wnt2,1.0
16649,Msx2,Wnt3a,1.0
16650,Msx2,Wnt7a,1.0
16651,Msx2,Wnt7b,1.0
16652,Mta1,Alox15,1.0
16653,Mta1,Bcas3,1.0
16654,Mta1,Bcl2l1,1.0
16655,Mta1,Bloc1s1,1.0
16656,Mta1,Bmal1,1.0
16657,Mta1,Brca1,-1.0
16658,Mta1,Cdh1,-1.0
16659,Mta1,Cdkn1a,-1.0
16660,Mta1,Cdkn2a,1.0
16661,Mta1,Clock,1.0
16662,Mta1,Cop1,1.0
16663,Mta1,Cry1,1.0
16664,Mta1,Egfr,1.0
16665,Mta1,Ehmt2,1.0
16666,Mta1,Epha2,-1.0
16667,Mta1,Esr1,-1.0
16668,Mta1,Fasl,1.0
16669,Mta1,Gnai2,1.0
16670,Mta1,Hdac1,1.0
16671,Mta1,Hif1a,1.0
16672,Mta1,Hmmr,1.0
16673,Mta1,Il1b,1.0
16674,Mta1,Itgb3bp,1.0
16675,Mta1,Lmo4,1.0
16676,Mta1,Mmp9,1.0
16677,Mta1,Mnat1,1.0
16678,Mta1,Mta3,-1.0
16679,Mta1,Myc,1.0
16680,Mta1,Myd88,1.0
16681,Mta1,Nos2,1.0
16682,Mta1,Pax5,1.0
16683,Mta1,Pik3r1,1.0
16684,Mta1,Pten,-1.0
16685,Mta1,Rho,1.0
16686,Mta1,Rnf144a,-1.0
16687,Mta1,Rrm2b,1.0
16688,Mta1,Senp1,1.0
16689,Mta1,Six3,-1.0
16690,Mta1,Smad7,-1.0
16691,Mta1,Snai1,1.0
16692,Mta1,Snai2,1.0
16693,Mta1,Sumo2,1.0
16694,Mta1,Tff1,1.0
16695,Mta1,Tgm2,1.0
16696,Mta1,Th,1.0
16697,Mta1,Tnf,1.0
16698,Mta1,Trp53,1.0
16699,Mta1,Vegfa,1.0
16700,Mta1,Vim,1.0
16701,Mta1,Wnt1,1.0
16702,Mta2,Cdh1,-1.0
16703,Mta2,Fshr,-1.0
16704,Mta2,Ifng,1.0
16705,Mta2,Il4,1.0
16706,Mta2,Selenop,1.0
16707,Mta3,Actr6,1.0
16708,Mta3,Aurkaip1,1.0
16709,Mta3,Bcas3,1.0
16710,Mta3,Cdh1,1.0
16711,Mta3,Cdh2,1.0
16712,Mta3,Ctsg,1.0
16713,Mta3,Kmt2e,1.0
16714,Mta3,Lhb,-1.0
16715,Mta3,Ncoa3,1.0
16716,Mta3,Polr1f,1.0
16717,Mta3,Snai1,-1.0
16718,Mta3,Wnt4,-1.0
16719,Mta3,Zfp217,1.0
16720,Mtf1,Abcc3,1.0
16721,Mtf1,Aco1,1.0
16722,Mtf1,Cdc25c,1.0
16723,Mtf1,Csrp1,1.0
16724,Mtf1,Dnmt1,1.0
16725,Mtf1,Ednrb,1.0
16726,Mtf1,Fgfr1,1.0
16727,Mtf1,Gadd45g,1.0
16728,Mtf1,Gclc,1.0
16729,Mtf1,Hspa4,1.0
16730,Mtf1,Mcat,1.0
16731,Mtf1,Mt1,1.0
16732,Mtf1,Mt2,1.0
16733,Mtf1,Mt3,1.0
16734,Mtf1,Ndrg1,1.0
16735,Mtf1,Nfic,1.0
16736,Mtf1,Pgf,1.0
16737,Mtf1,Prnp,1.0
16738,Mtf1,Selenow,1.0
16739,Mtf1,Slc30a1,1.0
16740,Mtf1,Slc30a2,1.0
16741,Mtf1,Slc31a1,1.0
16742,Mtf1,Slc39a10,-1.0
16743,Mtf1,Slc39a11,1.0
16744,Mtf1,Slc40a1,1.0
16745,Mtf1,Sncb,1.0
16746,Mtf1,Socs3,1.0
16747,Mtf1,Sod1,1.0
16748,Mtf1,Zap70,1.0
16749,Mtf2,Ace2,1.0
16750,Mtf2,Cbx2,1.0
16751,Mtf2,Cdkn2a,1.0
16752,Mtf2,Mcat,1.0
16753,Mtf2,Ndufb6,1.0
16754,Mtf2,Shh,-1.0
16755,Muc1,Ccn2,1.0
16756,Muc1,Cdkn1a,1.0
16757,Muc1,Jun,-1.0
16758,Mxd1,Akt1,1.0
16759,Mxd1,Ampd1,1.0
16760,Mxd1,Apoc3,1.0
16761,Mxd1,Ccnd2,1.0
16762,Mxd1,Cdh1,1.0
16763,Mxd1,Csf3,1.0
16764,Mxd1,Cxcr4,-1.0
16765,Mxd1,Dspp,1.0
16766,Mxd1,Gpt,1.0
16767,Mxd1,Hspa4,1.0
16768,Mxd1,Id2,1.0
16769,Mxd1,Ighmbp2,1.0
16770,Mxd1,Mad1l1,1.0
16771,Mxd1,Map2k1,1.0
16772,Mxd1,Max,1.0
16773,Mxd1,Odc1,1.0
16774,Mxd1,Oprk1,1.0
16775,Mxd1,Pdlim7,-1.0
16776,Mxd1,Pdx1,1.0
16777,Mxd1,Pten,-1.0
16778,Mxd1,Sin3a,1.0
16779,Mxd1,Sin3b,1.0
16780,Mxd1,Tert,-1.0
16781,Mxd1,Trp53,1.0
16782,Mxd1,Trrap,1.0
16783,Mxd1,Ubtf,-1.0
16784,Mxd4,Id2,1.0
16785,Mxd4,Odc1,1.0
16786,Mxi1,Ccnb1,-1.0
16787,Mxi1,Glmn,1.0
16788,Mxi1,Ift20,1.0
16789,Mxi1,Max,1.0
16790,Mxi1,Myc,-1.0
16791,Mxi1,Odc1,1.0
16792,Myb,Acot11,1.0
16793,Myb,Acta2,1.0
16794,Myb,Actg2,1.0
16795,Myb,Adipoq,1.0
16796,Myb,Adra1d,1.0
16797,Myb,Akt1,1.0
16798,Myb,Alox5,1.0
16799,Myb,Ank1,1.0
16800,Myb,Anpep,1.0
16801,Myb,Ar,1.0
16802,Myb,Atp2b1,1.0
16803,Myb,Atp9b,1.0
16804,Myb,B2m,1.0
16805,Myb,Bcl2,1.0
16806,Myb,Bcl2l1,1.0
16807,Myb,Bcl2l11,1.0
16808,Myb,Brca1,1.0
16809,Myb,Car1,1.0
16810,Myb,Casp8ap2,1.0
16811,Myb,Ccna1,1.0
16812,Myb,Ccnb1,1.0
16813,Myb,Ccnd1,1.0
16814,Myb,Cd34,1.0
16815,Myb,Cd4,-1.0
16816,Myb,Cd74,1.0
16817,Myb,Cd86,1.0
16818,Myb,Cd8a,1.0
16819,Myb,Cdh1,-1.0
16820,Myb,Cdk1,1.0
16821,Myb,Cdk6,1.0
16822,Myb,Cdkn1a,-1.0
16823,Myb,Cdkn1b,1.0
16824,Myb,Cdkn2a,1.0
16825,Myb,Cdkn2b,1.0
16826,Myb,Cdo1,1.0
16827,Myb,Cebpa,1.0
16828,Myb,Cebpb,1.0
16829,Myb,Chat,1.0
16830,Myb,Chd7,1.0
16831,Myb,Cish,1.0
16832,Myb,Clec4g,1.0
16833,Myb,Clu,1.0
16834,Myb,Cnot9,1.0
16835,Myb,Col1a1,1.0
16836,Myb,Col1a2,1.0
16837,Myb,Crebbp,1.0
16838,Myb,Csf2,1.0
16839,Myb,Csf3r,-1.0
16840,Myb,Ctsd,1.0
16841,Myb,Ctsg,1.0
16842,Myb,Cxcl12,1.0
16843,Myb,Cxcr4,1.0
16844,Myb,Dhrs2,1.0
16845,Myb,Dusp6,1.0
16846,Myb,Ebp,1.0
16847,Myb,Egf,1.0
16848,Myb,Egr1,1.0
16849,Myb,Elane,1.0
16850,Myb,Epo,1.0
16851,Myb,Erbb2,1.0
16852,Myb,Erbin,1.0
16853,Myb,Esr1,1.0
16854,Myb,Ets2,1.0
16855,Myb,Fgf2,1.0
16856,Myb,Flt3,1.0
16857,Myb,Foxj1,1.0
16858,Myb,Gata1,1.0
16859,Myb,Gata3,1.0
16860,Myb,Gbx2,1.0
16861,Myb,Gjb2,1.0
16862,Myb,Glul,1.0
16863,Myb,Gng3,1.0
16864,Myb,Gsk3b,1.0
16865,Myb,H2az1,1.0
16866,Myb,Hbb-bh1,1.0
16867,Myb,Hhex,1.0
16868,Myb,Hipk1,1.0
16869,Myb,Hrh1,1.0
16870,Myb,Hspa4,1.0
16871,Myb,Hspa5,1.0
16872,Myb,Icam1,-1.0
16873,Myb,Igf1,1.0
16874,Myb,Igf1r,1.0
16875,Myb,Igf2,1.0
16876,Myb,Igfbp3,1.0
16877,Myb,Igfbp5,1.0
16878,Myb,Igll1,1.0
16879,Myb,Il13,1.0
16880,Myb,Il15,1.0
16881,Myb,Il2,1.0
16882,Myb,Il2ra,1.0
16883,Myb,Il4,1.0
16884,Myb,Il5,1.0
16885,Myb,Il7,1.0
16886,Myb,Ints7,-1.0
16887,Myb,Itgax,1.0
16888,Myb,Itk,1.0
16889,Myb,Itpr1,1.0
16890,Myb,Kdr,1.0
16891,Myb,Kit,1.0
16892,Myb,Kitl,1.0
16893,Myb,Klf1,1.0
16894,Myb,Kras,1.0
16895,Myb,Krt9,1.0
16896,Myb,Lck,1.0
16897,Myb,Lmo2,1.0
16898,Myb,Mafb,1.0
16899,Myb,Mat2a,1.0
16900,Myb,Maz,1.0
16901,Myb,Mcm4,1.0
16902,Myb,Mdm2,1.0
16903,Myb,Myadm,1.0
16904,Myb,Myc,1.0
16905,Myb,Mzf1,1.0
16906,Myb,Nf1,1.0
16907,Myb,Nfib,1.0
16908,Myb,Nmu,1.0
16909,Myb,Nprl3,1.0
16910,Myb,Npy6r,1.0
16911,Myb,Nr3c1,1.0
16912,Myb,Nras,-1.0
16913,Myb,Ovol1,1.0
16914,Myb,Pam,1.0
16915,Myb,Pax6,1.0
16916,Myb,Pcna,1.0
16917,Myb,Pdcd4,1.0
16918,Myb,Pim1,1.0
16919,Myb,Plod2,1.0
16920,Myb,Ppa1,1.0
16921,Myb,Ppig,1.0
16922,Myb,Prkaca,1.0
16923,Myb,Prom1,1.0
16924,Myb,Prtn3,1.0
16925,Myb,Psmd4,1.0
16926,Myb,Ptgs2,1.0
16927,Myb,Rag2,1.0
16928,Myb,Ralbp1,1.0
16929,Myb,Rpl4,1.0
16930,Myb,Runx1,-1.0
16931,Myb,S100a4,1.0
16932,Myb,S100a9,1.0
16933,Myb,Sftpa1,1.0
16934,Myb,Sim2,1.0
16935,Myb,Slamf1,1.0
16936,Myb,Slamf6,1.0
16937,Myb,Slc6a2,1.0
16938,Myb,Smarcb1,1.0
16939,Myb,Snai2,1.0
16940,Myb,Snd1,1.0
16941,Myb,Sp1,1.0
16942,Myb,Sp3,1.0
16943,Myb,Sphk1,1.0
16944,Myb,Spp1,1.0
16945,Myb,Stk17b,1.0
16946,Myb,Sumo1,1.0
16947,Myb,Thbs2,1.0
16948,Myb,Timm17a,1.0
16949,Myb,Tk1,1.0
16950,Myb,Tnfrsf10b,1.0
16951,Myb,Tom1,1.0
16952,Myb,Trhr,1.0
16953,Myb,Trp53,1.0
16954,Myb,Vav1,1.0
16955,Myb,Vdr,1.0
16956,Myb,Vegfa,1.0
16957,Myb,Vim,1.0
16958,Myb,Was,1.0
16959,Myb,Wt1,1.0
16960,Myb,Yeats4,1.0
16961,Myb,mt-Atp6,1.0
16962,Mybbp1a,Sftpb,1.0
16963,Mybl1,Acot11,1.0
16964,Mybl1,Bcl2,1.0
16965,Mybl1,Cd34,1.0
16966,Mybl1,Cdx1,1.0
16967,Mybl1,Crebbp,1.0
16968,Mybl1,Dhrs2,1.0
16969,Mybl1,Gata1,1.0
16970,Mybl1,Ldhc,1.0
16971,Mybl1,Myc,1.0
16972,Mybl1,Ncl,1.0
16973,Mybl1,Nlk,1.0
16974,Mybl1,Timm17a,1.0
16975,Mybl2,Adra1d,1.0
16976,Mybl2,Anpep,1.0
16977,Mybl2,Ar,1.0
16978,Mybl2,Bcl2,1.0
16979,Mybl2,Birc5,1.0
16980,Mybl2,Ccna1,1.0
16981,Mybl2,Ccnb1,1.0
16982,Mybl2,Ccnb2,-1.0
16983,Mybl2,Ccnd1,1.0
16984,Mybl2,Ccnd2,1.0
16985,Mybl2,Cdc25b,1.0
16986,Mybl2,Cdk1,1.0
16987,Mybl2,Cdk2,1.0
16988,Mybl2,Cdk9,1.0
16989,Mybl2,Cdkn2a,1.0
16990,Mybl2,Clu,1.0
16991,Mybl2,Col1a1,-1.0
16992,Mybl2,Col5a2,-1.0
16993,Mybl2,Dlst,1.0
16994,Mybl2,Dym,1.0
16995,Mybl2,E2f1,-1.0
16996,Mybl2,Eln,-1.0
16997,Mybl2,Erbb2,-1.0
16998,Mybl2,Fgf2,1.0
16999,Mybl2,Fgf4,1.0
17000,Mybl2,Igfbp5,1.0
17001,Mybl2,Ints7,-1.0
17002,Mybl2,Lmo1,1.0
17003,Mybl2,Lox,1.0
17004,Mybl2,Myb,1.0
17005,Mybl2,Myc,1.0
17006,Mybl2,Ncl,1.0
17007,Mybl2,Nfya,1.0
17008,Mybl2,Parp1,1.0
17009,Mybl2,Pla2g4a,1.0
17010,Mybl2,Plk1,1.0
17011,Mybl2,Pou5f1,1.0
17012,Mybl2,Rb1,1.0
17013,Mybl2,Sar1b,1.0
17014,Mybl2,Sftpa1,1.0
17015,Mybl2,Sp1,1.0
17016,Mybl2,Sp3,1.0
17017,Mybl2,Timm17a,1.0
17018,Mybl2,Tom1,1.0
17019,Mybl2,Trp53,1.0
17020,Mybl2,Uchl1,1.0
17021,Mybl2,Zfp622,1.0
17022,Myc,4933430I17Rik,1.0
17023,Myc,Abca4,1.0
17024,Myc,Abcb6,1.0
17025,Myc,Abi2,-1.0
17026,Myc,Abl1,1.0
17027,Myc,Acadm,1.0
17028,Myc,Ace,1.0
17029,Myc,Ache,1.0
17030,Myc,Aco2,1.0
17031,Myc,Acox1,1.0
17032,Myc,Acp3,1.0
17033,Myc,Acp5,1.0
17034,Myc,Acsl4,-1.0
17035,Myc,Actg2,1.0
17036,Myc,Actl6a,1.0
17037,Myc,Acyp2,1.0
17038,Myc,Adcy9,1.0
17039,Myc,Adm,1.0
17040,Myc,Adrb1,1.0
17041,Myc,Adsl,1.0
17042,Myc,Afp,1.0
17043,Myc,Ago1,1.0
17044,Myc,Ahsg,1.0
17045,Myc,Aimp2,1.0
17046,Myc,Akap1,1.0
17047,Myc,Akr1a1,1.0
17048,Myc,Akt1,1.0
17049,Myc,Alb,-1.0
17050,Myc,Aldh2,1.0
17051,Myc,Aldh9a1,-1.0
17052,Myc,Alg5,1.0
17053,Myc,Ampd2,1.0
17054,Myc,Ampd3,1.0
17055,Myc,Angptl4,1.0
17056,Myc,Apc,1.0
17057,Myc,Apex1,1.0
17058,Myc,App,1.0
17059,Myc,Aqr,1.0
17060,Myc,Ar,1.0
17061,Myc,Arf1,1.0
17062,Myc,Arf4,1.0
17063,Myc,Arfgap2,1.0
17064,Myc,Arsb,1.0
17065,Myc,Asb16,1.0
17066,Myc,Ascl2,1.0
17067,Myc,Ass1,1.0
17068,Myc,Atf3,1.0
17069,Myc,Atf4,1.0
17070,Myc,Atf7,1.0
17071,Myc,Atic,1.0
17072,Myc,Atm,1.0
17073,Myc,Atp1a2,1.0
17074,Myc,Atp6v1g2,1.0
17075,Myc,Aurka,1.0
17076,Myc,Avp,1.0
17077,Myc,Axin1,1.0
17078,Myc,Axin2,1.0
17079,Myc,B2m,1.0
17080,Myc,Bag2,1.0
17081,Myc,Basp1,1.0
17082,Myc,Bax,1.0
17083,Myc,Bbc3,1.0
17084,Myc,Bcat1,1.0
17085,Myc,Bcl2,1.0
17086,Myc,Bcl2l1,-1.0
17087,Myc,Bcl2l11,1.0
17088,Myc,Bcl2l12,1.0
17089,Myc,Bcl3,1.0
17090,Myc,Bcl6,1.0
17091,Myc,Bcr,1.0
17092,Myc,Bin1,1.0
17093,Myc,Birc5,1.0
17094,Myc,Blk,1.0
17095,Myc,Bmal1,1.0
17096,Myc,Bmi1,1.0
17097,Myc,Bmp4,1.0
17098,Myc,Brca1,1.0
17099,Myc,Brca2,1.0
17100,Myc,Brd2,-1.0
17101,Myc,Brd4,1.0
17102,Myc,Brd7,-1.0
17103,Myc,Bsg,1.0
17104,Myc,Btrc,1.0
17105,Myc,Bub1b,1.0
17106,Myc,Bzw1,1.0
17107,Myc,C1qbp,1.0
17108,Myc,Cad,1.0
17109,Myc,Calca,1.0
17110,Myc,Camk2n1,1.0
17111,Myc,Casp1,1.0
17112,Myc,Casp8,-1.0
17113,Myc,Casp8ap2,1.0
17114,Myc,Casp9,1.0
17115,Myc,Cast,-1.0
17116,Myc,Cav1,-1.0
17117,Myc,Cbfb,1.0
17118,Myc,Cbs,1.0
17119,Myc,Cbx3,1.0
17120,Myc,Cbx5,1.0
17121,Myc,Cckbr,1.0
17122,Myc,Ccna2,1.0
17123,Myc,Ccnb1,1.0
17124,Myc,Ccnb2,1.0
17125,Myc,Ccnd1,-1.0
17126,Myc,Ccnd2,1.0
17127,Myc,Ccnd3,1.0
17128,Myc,Ccne1,1.0
17129,Myc,Ccng2,1.0
17130,Myc,Ccny,1.0
17131,Myc,Ccr4,1.0
17132,Myc,Ccr5,1.0
17133,Myc,Cct3,1.0
17134,Myc,Cct5,1.0
17135,Myc,Cct6a,1.0
17136,Myc,Cd34,1.0
17137,Myc,Cd38,1.0
17138,Myc,Cd4,1.0
17139,Myc,Cd40,1.0
17140,Myc,Cd44,1.0
17141,Myc,Cd5,1.0
17142,Myc,Cd63,1.0
17143,Myc,Cd79a,1.0
17144,Myc,Cd79b,1.0
17145,Myc,Cd80,1.0
17146,Myc,Cdc20,1.0
17147,Myc,Cdc25a,1.0
17148,Myc,Cdc25b,1.0
17149,Myc,Cdc25c,1.0
17150,Myc,Cdc73,1.0
17151,Myc,Cdca7,1.0
17152,Myc,Cdh1,1.0
17153,Myc,Cdh2,-1.0
17154,Myc,Cdh3,1.0
17155,Myc,Cdk1,1.0
17156,Myc,Cdk11b,1.0
17157,Myc,Cdk2,1.0
17158,Myc,Cdk4,1.0
17159,Myc,Cdk5,1.0
17160,Myc,Cdk6,1.0
17161,Myc,Cdk8,1.0
17162,Myc,Cdkn1a,-1.0
17163,Myc,Cdkn1b,-1.0
17164,Myc,Cdkn2a,-1.0
17165,Myc,Cdkn2b,-1.0
17166,Myc,Cebpa,-1.0
17167,Myc,Cebpd,-1.0
17168,Myc,Cebpe,-1.0
17169,Myc,Cfc1,1.0
17170,Myc,Cflar,-1.0
17171,Myc,Chek1,1.0
17172,Myc,Chek2,1.0
17173,Myc,Chi3l1,1.0
17174,Myc,Chka,1.0
17175,Myc,Chrna3,1.0
17176,Myc,Chrna7,1.0
17177,Myc,Chrnb1,1.0
17178,Myc,Chuk,1.0
17179,Myc,Cited2,1.0
17180,Myc,Cks2,1.0
17181,Myc,Clcn6,1.0
17182,Myc,Clic4,1.0
17183,Myc,Clint1,1.0
17184,Myc,Clns1a,1.0
17185,Myc,Clock,1.0
17186,Myc,Clp1,1.0
17187,Myc,Cmas,1.0
17188,Myc,Col4a1,1.0
17189,Myc,Cox7a2l,1.0
17190,Myc,Cpd,-1.0
17191,Myc,Cr2,1.0
17192,Myc,Crat,1.0
17193,Myc,Crebbp,1.0
17194,Myc,Cript,1.0
17195,Myc,Cry1,1.0
17196,Myc,Crybg1,1.0
17197,Myc,Csde1,-1.0
17198,Myc,Csf1,1.0
17199,Myc,Csf1r,1.0
17200,Myc,Csf2,1.0
17201,Myc,Csn2,1.0
17202,Myc,Cst10,1.0
17203,Myc,Cstb,1.0
17204,Myc,Ctbp2,1.0
17205,Myc,Ctps1,1.0
17206,Myc,Ctsf,1.0
17207,Myc,Cul1,1.0
17208,Myc,Cxcl12,1.0
17209,Myc,Cxcl13,1.0
17210,Myc,Cxcr4,1.0
17211,Myc,Cxxc1,1.0
17212,Myc,Dck,1.0
17213,Myc,Ddit3,-1.0
17214,Myc,Ddr2,1.0
17215,Myc,Ddx11,1.0
17216,Myc,Ddx18,1.0
17217,Myc,Ddx5,1.0
17218,Myc,Defb1,1.0
17219,Myc,Dffa,1.0
17220,Myc,Dhfr,1.0
17221,Myc,Dhodh,1.0
17222,Myc,Dkc1,1.0
17223,Myc,Dkk1,-1.0
17224,Myc,Dmac2l,1.0
17225,Myc,Dnajb1,1.0
17226,Myc,Dnph1,1.0
17227,Myc,Dpp4,-1.0
17228,Myc,Dpy30,1.0
17229,Myc,Dusp1,-1.0
17230,Myc,Dvl2,1.0
17231,Myc,E2f1,1.0
17232,Myc,E2f3,1.0
17233,Myc,Ebna1bp2,1.0
17234,Myc,Ebp,1.0
17235,Myc,Eef2,1.0
17236,Myc,Egf,1.0
17237,Myc,Egfr,1.0
17238,Myc,Egr1,1.0
17239,Myc,Egr3,1.0
17240,Myc,Ei24,1.0
17241,Myc,Eif2ak2,1.0
17242,Myc,Eif3b,1.0
17243,Myc,Eif3c,1.0
17244,Myc,Eif4a1,1.0
17245,Myc,Eif4b,1.0
17246,Myc,Eif4e,1.0
17247,Myc,Eif4ebp1,-1.0
17248,Myc,Eif4ebp2,1.0
17249,Myc,Eif4g1,1.0
17250,Myc,Eif5,1.0
17251,Myc,Eif5a2,1.0
17252,Myc,Elavl1,1.0
