index,trajectories,ect1_ld,ect2_ld,ect3_ld,mes1_ld,mes2_ld,mes3_ld,pluri1_ld,pluri2_ld,endo1_ld
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_287,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_285,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_237,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_323,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_43,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_289,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_96,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_75,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_110,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_27,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_59,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_109,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_51,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_258,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_272,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_282,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_95,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_211,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_38,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_42,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_137,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_306,Mesoderm Progenitors 2,,,,Mesoderm Gastd4,,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_277,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_188,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_98,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_159,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_209,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_127,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_281,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_99,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_136,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_354,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_67,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_291,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_293,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_92,Ectoderm Progenitors,Ectoderm Gastd4,Ectoderm Gastd4,Ectoderm Gastd4,,,,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_297,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_257,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_254,Ectoderm Progenitors,Ectoderm Gastd4,Ectoderm Gastd4,Ectoderm Gastd4,,,,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_20,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_18,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_367,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_161,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_238,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_3,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_328,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_301,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_229,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_331,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_157,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_234,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_296,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_102,Ectoderm Progenitors,Ectoderm Gastd4,Ectoderm Gastd4,Ectoderm Gastd4,,,,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_122,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_175,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_123,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_359,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_376,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_117,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_249,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_255,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_170,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_52,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_224,Mesoderm Progenitors 2,,,,Mesoderm Gastd4,,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_334,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_244,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_55,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_256,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_191,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_259,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_155,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_185,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_233,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_242,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_264,Ectoderm Progenitors,Ectoderm Gastd4,Ectoderm Gastd4,Ectoderm Gastd4,,,,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_280,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_273,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_8,Ectoderm Progenitors,Ectoderm Gastd4,Ectoderm Gastd4,Ectoderm Gastd4,,,,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_232,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_260,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_107,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_7,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_342,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_366,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_236,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_14,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_267,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_164,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_4,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_139,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_199,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_115,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_116,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_326,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_140,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_253,Mesoderm Progenitors 2,,,,Mesoderm Gastd4,,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_214,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_187,Ectoderm Progenitors,Ectoderm Gastd4,Ectoderm Gastd4,Ectoderm Gastd4,,,,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_247,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_369,Mesoderm Progenitors 2,,,,Mesoderm Gastd4,,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_79,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_231,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_81,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_327,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_220,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_45,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_313,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_53,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_294,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_22,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_222,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_176,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_329,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_63,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_163,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_290,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_80,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_275,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_174,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_230,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_311,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_114,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_9,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_178,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_85,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_270,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_317,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_10,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_88,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_162,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_250,Mesoderm Progenitors 2,,,,Mesoderm Gastd4,,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_30,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_32,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-3_319,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_320,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_300,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_149,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_341,Ectoderm Progenitors,Ectoderm Gastd4,Ectoderm Gastd4,Ectoderm Gastd4,,,,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_128,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_33,Pluripotent 2,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_347,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_94,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_372,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_370,Pluripotent,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4,Pluripotent Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_197,x,,,,,,,,Pluripotent Gastd4,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_206,Mesoderm Progenitors 2,,,,Mesoderm Gastd4,,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_269,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_141,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_125,Mesoderm Progenitors,,,,Mesoderm Gastd4,Mesoderm Gastd4,Mesoderm Gastd4,,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_361,x,,,,,,,Pluripotent Gastd4,,
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_24,End1,,,,,,,,,Endoderm Gastd4
PZ-MB-TChIC-Gastd4-rep3-H3K27me3-4_44,Ectoderm Progenitors,Ectoderm Gastd4,Ectoderm Gastd4,Ectoderm Gastd4,,,,,,
