,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,p_log10
486,9330159F19Rik,168.60533867095583,2.043707915560234,0.1019171913266308,20.052631837257227,1.9144456369497482e-89,1.912351327050897e-88,87.71843231844949
13480,Tex35,112.63549863459804,2.0442047680165767,0.128552198082703,15.901748849922074,6.162024019096371e-57,3.980570072760423e-56,55.4000547264879
5962,Gm33680,44.29220470716509,2.0458285168466452,0.2040845125565556,10.02441827269822,1.1905862824847688e-23,3.869578206660562e-23,22.412336371545205
755,Ackr1,58.49718418310084,2.049070444376202,0.1731079973738594,11.836948468364792,2.514357323506941e-32,1.0204017969359018e-31,30.99122878526544
15056,Zfhx4,7527.625936847538,2.052470276133281,0.0515827870005906,39.78982903947747,0.0,0.0,inf
11679,Rprm,203.31662687257804,2.055007296703217,0.0919638063862585,22.34582687967428,1.3257085762310556e-110,1.6609341589051393e-109,108.77964758307596
7060,Hoxb9,3725.973246012992,2.056125072610385,0.0599062031234111,34.32240678606549,3.6353789766306683e-258,1.4250501983393398e-256,255.84616983707457
2797,Chst4,51.35604307392244,2.058046623066894,0.3001565422553445,6.856577596486652,7.052977809831854e-12,1.600868175786224e-11,10.795644428783836
9702,Nxph4,173.40525058554954,2.0638366715697836,0.1049200323251096,19.67056839226556,3.8543590551182e-86,3.7162245722111694e-85,84.429898049381
2234,Casz1,1077.087650217207,2.067498018898479,0.0580043741398891,35.64382944486725,2.936487525491489e-278,1.3098590763851837e-276,275.88277542620716
3007,Col12a1,173.63063162022442,2.0681604016392066,0.1149944530652008,17.984870978659973,2.5598388418925956e-72,2.0913883338262506e-71,70.67956531889006
2577,Cdon,4049.7951851319417,2.071229540591371,0.0461139834818741,44.91543311163961,0.0,0.0,inf
